,Model,Method,n Selected,best_params,Best Accuracy,Train Accuracy,Test Accuracy,Precision,Recall,F1,MCC,ROC,conf_mat,prediction,predict_proba,features,estimator,Train Time,classification_report
12,RF,4 or more,51,"{'ccp_alpha': 0, 'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': 10, 'max_samples': None, 'min_samples_leaf': 1, 'n_estimators': 50}",0.6451640464798359,0.68717277486911,0.643979057591623,0.7005386629077729,0.643979057591623,0.5743074243028634,0.3818393728043495,0.7638242371357555,"[[21 19  1]
 [ 5 98  0]
 [ 0 43  4]]","[ 0  0  0  0  0 -1  0  0  0  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0 -1  0  0  0  0  0  0  0  0 -1  0  0  0  0  0  0 -1  0
  1  0  1  0 -1  0  0  0  0  0  0  0  0  0  0 -1  1  0  0 -1  0  0  0  0
  0  0 -1  0  0  0  0  0  0  0 -1  0  0  0  0 -1  0  0  0 -1  0  0 -1  0
  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0  0 -1  0  0  0  0  0  0
  0  0  0  0  0  0 -1  1 -1  0  0  0  0  0  0  0 -1  0  0  0  0  0  0  0
  0 -1  0  0 -1  0 -1  0  0  0  0  0  0 -1  0  0  0 -1  0 -1  0  0  0  0
  0  0  0  0  1  0 -1  0  0  0  0  0  0  0  0 -1  0  0  0  0  0  0  0]","[[0.12237536 0.55214821 0.32547644]
 [0.09211373 0.5294911  0.37839518]
 [0.23102328 0.46567903 0.30329769]
 [0.09183291 0.45819168 0.44997541]
 [0.08422615 0.47442798 0.44134587]
 [0.69908444 0.26858288 0.03233268]
 [0.08309522 0.73579149 0.18111329]
 [0.09005305 0.55474342 0.35520353]
 [0.11753855 0.76180785 0.1206536 ]
 [0.0774954  0.63724353 0.28526107]
 [0.08173836 0.50194097 0.41632067]
 [0.17555775 0.47219597 0.35224628]
 [0.14335635 0.4360788  0.42056484]
 [0.82368992 0.15675528 0.01955479]
 [0.09238789 0.45815131 0.4494608 ]
 [0.08999935 0.66360565 0.246395  ]
 [0.07859163 0.58183384 0.33957453]
 [0.07003442 0.59167998 0.3382856 ]
 [0.08671777 0.48588686 0.42739537]
 [0.10706951 0.51164252 0.38128797]
 [0.13783196 0.50298184 0.35918621]
 [0.12981052 0.76444314 0.10574635]
 [0.13180947 0.45235988 0.41583065]
 [0.07228392 0.66341574 0.26430035]
 [0.15135029 0.46202321 0.3866265 ]
 [0.099836   0.50244948 0.39771452]
 [0.09758447 0.50351939 0.39889614]
 [0.08448441 0.6439931  0.2715225 ]
 [0.2086168  0.56764287 0.22374033]
 [0.08459209 0.60183014 0.31357777]
 [0.70624233 0.2379536  0.05580407]
 [0.18949976 0.59980011 0.21070013]
 [0.14951833 0.6696741  0.18080757]
 [0.16071643 0.53281833 0.30646524]
 [0.17349359 0.45611637 0.37039004]
 [0.20824511 0.57993626 0.21181864]
 [0.07622256 0.65231677 0.27146067]
 [0.13477509 0.70811246 0.15711245]
 [0.08282093 0.79613184 0.12104723]
 [0.81075234 0.1707354  0.01851226]
 [0.07647454 0.58970561 0.33381985]
 [0.10602207 0.52729736 0.36668057]
 [0.19365643 0.43465109 0.37169247]
 [0.16917611 0.51175278 0.31907112]
 [0.34604574 0.52402659 0.12992767]
 [0.08635957 0.80000807 0.11363236]
 [0.52600579 0.39761228 0.07638193]
 [0.10697257 0.75012083 0.1429066 ]
 [0.19941912 0.32103057 0.47955031]
 [0.09442056 0.53997737 0.36560207]
 [0.2152089  0.3665449  0.4182462 ]
 [0.07181083 0.54730787 0.3808813 ]
 [0.75511032 0.21678638 0.0281033 ]
 [0.07736878 0.59981437 0.32281685]
 [0.08328551 0.60312723 0.31358726]
 [0.08983671 0.58790904 0.32225425]
 [0.39373084 0.53077153 0.07549763]
 [0.11322432 0.53844026 0.34833542]
 [0.30096492 0.61771184 0.08132324]
 [0.07750107 0.67328194 0.24921699]
 [0.06730346 0.5878328  0.34486374]
 [0.08521927 0.67166148 0.24311925]
 [0.09064683 0.5393848  0.36996838]
 [0.69174999 0.26762259 0.04062742]
 [0.13935894 0.39751084 0.46313022]
 [0.13517518 0.54248549 0.32233933]
 [0.07436197 0.57061197 0.35502606]
 [0.55784735 0.40027263 0.04188002]
 [0.27596672 0.59027585 0.13375743]
 [0.20104027 0.61243595 0.18652379]
 [0.28338499 0.50499819 0.21161683]
 [0.25628251 0.6509167  0.09280079]
 [0.09800251 0.6038001  0.29819739]
 [0.07080156 0.61506075 0.3141377 ]
 [0.76668768 0.20262196 0.03069036]
 [0.10802908 0.71390447 0.17806645]
 [0.08579095 0.59570955 0.3184995 ]
 [0.45457721 0.46445192 0.08097087]
 [0.09138611 0.55927025 0.34934364]
 [0.2132556  0.5958749  0.19086949]
 [0.08212071 0.77180979 0.1460695 ]
 [0.12412801 0.74092688 0.1349451 ]
 [0.82845681 0.15119401 0.02034917]
 [0.44799409 0.47364521 0.0783607 ]
 [0.08616826 0.68924856 0.22458318]
 [0.09048444 0.56516658 0.34434898]
 [0.10747428 0.61142008 0.28110564]
 [0.6800958  0.27330494 0.04659926]
 [0.08741055 0.5256435  0.38694595]
 [0.09361863 0.50478744 0.40159393]
 [0.08008038 0.62248828 0.29743134]
 [0.76423289 0.20690177 0.02886535]
 [0.16534232 0.69613568 0.138522  ]
 [0.11912803 0.59550975 0.28536221]
 [0.60282912 0.32217617 0.07499471]
 [0.08641966 0.67353623 0.24004411]
 [0.09204002 0.55545898 0.352501  ]
 [0.208653   0.61441259 0.17693441]
 [0.08372682 0.55358219 0.36269099]
 [0.09521501 0.65711676 0.24766823]
 [0.83161597 0.14801198 0.02037204]
 [0.08580208 0.57465428 0.33954364]
 [0.07419861 0.55240142 0.37339997]
 [0.14648828 0.59700789 0.25650383]
 [0.07975095 0.59729726 0.32295179]
 [0.08694088 0.69855702 0.2145021 ]
 [0.08452616 0.50838042 0.40709342]
 [0.33921436 0.59546658 0.06531906]
 [0.09810969 0.69814705 0.20374326]
 [0.23272884 0.68093183 0.08633933]
 [0.17800313 0.6855048  0.13649207]
 [0.08169934 0.51312333 0.40517733]
 [0.08504086 0.61789739 0.29706176]
 [0.75088535 0.21962305 0.02949161]
 [0.06929118 0.67437798 0.25633084]
 [0.19319231 0.43551543 0.37129225]
 [0.09482426 0.57011106 0.33506468]
 [0.0956481  0.50988619 0.39446571]
 [0.10808214 0.50186127 0.39005659]
 [0.10504405 0.71873395 0.17622199]
 [0.09567959 0.51831554 0.38600486]
 [0.11247545 0.73189237 0.15563218]
 [0.08567344 0.683807   0.23051956]
 [0.16362432 0.46491391 0.37146178]
 [0.07513552 0.61254311 0.31232137]
 [0.27153552 0.58912286 0.13934162]
 [0.47035389 0.43117048 0.09847563]
 [0.12566241 0.39634505 0.47799254]
 [0.60686756 0.32877761 0.06435483]
 [0.11283293 0.66306122 0.22410586]
 [0.08488568 0.50461711 0.41049722]
 [0.14942534 0.54912815 0.30144651]
 [0.27495877 0.58259496 0.14244628]
 [0.44228667 0.47969791 0.07801542]
 [0.16578601 0.49485232 0.33936167]
 [0.17475502 0.4317776  0.39346737]
 [0.78837416 0.17536123 0.0362646 ]
 [0.09728875 0.65740928 0.24530197]
 [0.08588508 0.54790656 0.36620836]
 [0.06977517 0.71834744 0.21187739]
 [0.12334076 0.50402038 0.37263886]
 [0.43835027 0.50871187 0.05293785]
 [0.15829514 0.59325889 0.24844597]
 [0.08577228 0.69030837 0.22391935]
 [0.10740807 0.57960533 0.3129866 ]
 [0.68105019 0.2820017  0.03694811]
 [0.36800106 0.50473586 0.12726308]
 [0.17828524 0.41815814 0.40355662]
 [0.7874724  0.18397761 0.02855   ]
 [0.07551797 0.64794831 0.27653371]
 [0.44298504 0.34959269 0.20742227]
 [0.08258026 0.58571885 0.33170088]
 [0.10856479 0.76611256 0.12532265]
 [0.11692639 0.51874396 0.36432965]
 [0.0972791  0.56981941 0.33290149]
 [0.11934439 0.4921587  0.38849691]
 [0.09322216 0.5497185  0.35705934]
 [0.80919327 0.16465213 0.0261546 ]
 [0.07632833 0.6359056  0.28776608]
 [0.09223698 0.57562712 0.3321359 ]
 [0.27075527 0.63083949 0.09840525]
 [0.47379236 0.3678667  0.15834093]
 [0.09337598 0.51993072 0.3866933 ]
 [0.44993748 0.43690251 0.11316001]
 [0.08272493 0.72245905 0.19481602]
 [0.09811823 0.53814757 0.3637342 ]
 [0.0969899  0.71825317 0.18475693]
 [0.09191386 0.61603624 0.2920499 ]
 [0.08563584 0.53500813 0.37935602]
 [0.07603948 0.66742358 0.25653694]
 [0.19054808 0.44713971 0.36231221]
 [0.1707412  0.42602093 0.40323787]
 [0.12702688 0.43519063 0.43778249]
 [0.07049203 0.65505543 0.27445253]
 [0.57368368 0.35381261 0.07250371]
 [0.08478733 0.56050634 0.35470633]
 [0.09732839 0.51067541 0.3919962 ]
 [0.08494924 0.65283394 0.26221682]
 [0.17482788 0.43517178 0.39000035]
 [0.07441624 0.6884994  0.23708436]
 [0.08813642 0.53393767 0.37792591]
 [0.10040288 0.64060912 0.258988  ]
 [0.1062725  0.50282059 0.3909069 ]
 [0.78727328 0.17468099 0.03804574]
 [0.22261621 0.53306489 0.24431891]
 [0.10640555 0.56302999 0.33056446]
 [0.07914543 0.71232907 0.20852549]
 [0.27999775 0.58391022 0.13609203]
 [0.09408269 0.72750696 0.17841034]
 [0.08608933 0.61363829 0.30027238]
 [0.09961882 0.50713955 0.39324162]]","['# of Families 10', '# of Households 10', '# of Housing Units 10', '% ADA Diff', '% Age 15-19 Pop 10', '% Age 25-34 Pop 10', '% Age 5-9 Pop 10', '% Age 75-84 Pop 10', '% Asian Diff', '% Asian Pop 10', '% Black Diff', '% Black Pop 10', '% County Infected 09/28/20', '% County Infected 10/30/20', '% Grades 1-8 Diff', '% Grades 9-12 Diff', '% HH Female-Child 10', '% HH Married-noChild 10', '% Hispanic Diff', '% Housing Renter Occup 10', '% Kinder Diff', '% On Campus 01/29/21', '% On Campus 09/28/20', '% On Campus 10/30/20', '% Prek Diff', '% Reduced-price Lunch Diff', '% Tested Math G3 Diff', '% Tested Math G4 Diff', '% Tested Math G5 Diff', '% Tested Math G6 Diff', '% Tested Math G7 Diff', '% Tested Math G8 Diff', '% White Diff', 'ARP ESSER III 21', 'Avg Family Size 10', 'Avg Household Size 10', 'CARES ESSER I 20', 'CRRSA ESSER II 21', 'County Population', 'ESSER-SUPP 22', 'Labor Force Diff', 'Locale_12-City: Mid-size', 'Locale_42-Rural: Distant', 'Median Age 10', 'Median Age Female 10', 'Median Age Male 10', 'Staff:Students Diff', 'Teachers:Students Diff', 'Total Schools Diff', 'Total Students Diff', 'Unemployed Level Diff']","RandomForestClassifier(ccp_alpha=0, max_leaf_nodes=10, n_estimators=50,
                       n_jobs=-1, random_state=123)",22.0625,"              precision    recall  f1-score   support

          -1       0.81      0.51      0.63        41
           0       0.61      0.95      0.75       103
           1       0.80      0.09      0.15        47

    accuracy                           0.64       191
   macro avg       0.74      0.52      0.51       191
weighted avg       0.70      0.64      0.57       191
"
3,Ridge,No Reduction,90,"{'C': 0.01, 'solver': 'newton-cg'}",0.6215823650034176,0.6596858638743456,0.6387434554973822,0.6589359905421381,0.6387434554973822,0.5880771484962363,0.3626163859283107,0.7070266804167327,"[[22 19  0]
 [ 7 93  3]
 [ 2 38  7]]","[ 0  0  0  1  0 -1  0  0  0  0  0  0  0 -1  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0 -1  0  0 -1  0  0  0  0  0 -1  0  0  0  0  0  0 -1  0
  1  1  1  0 -1  0  0  0 -1  0  0  0  0  0  0 -1  0  0  0 -1 -1  0  0  0
  0  0 -1  0  0 -1  0  0  0  0 -1  0  0  0  0 -1  0  0  0 -1  0  0 -1  0
  0  0  0  0 -1  0  0  0  0  0  0 -1  0  0  0  0  0 -1  0  0  0  0  0  0
  1  0  0  0  0  0 -1  0  0  0  0  0  0  0  0  0 -1  0  0  0  0  0  0  0
  0 -1  0  0 -1  0 -1  0  0  0  0  0  0 -1  0  0  0 -1  0  0  0  0  0  0
  1  0 -1  1  0  0 -1  1  0  0  1  0  0  0  0 -1 -1  0  0  0  0  0  0]","[[0.20324705 0.54421704 0.25253591]
 [0.1076837  0.45844058 0.43387572]
 [0.26824993 0.4267601  0.30498997]
 [0.08081614 0.42838609 0.49079777]
 [0.10408422 0.47559349 0.42032229]
 [0.56315599 0.41263126 0.02421275]
 [0.07103064 0.60586427 0.32310509]
 [0.09208862 0.63517164 0.27273974]
 [0.27032402 0.62952992 0.10014606]
 [0.0696079  0.64832004 0.28207206]
 [0.04910134 0.59611387 0.35478479]
 [0.23156749 0.54228805 0.22614446]
 [0.12620941 0.44232913 0.43146146]
 [0.54282397 0.42543206 0.03174397]
 [0.12007436 0.53777909 0.34214654]
 [0.13190101 0.53038184 0.33771715]
 [0.12230348 0.54184141 0.33585511]
 [0.07569665 0.51570483 0.40859852]
 [0.17385946 0.28263535 0.54350519]
 [0.13428372 0.58832361 0.27739266]
 [0.03237335 0.60209383 0.36553282]
 [0.14826759 0.77887112 0.0728613 ]
 [0.21626083 0.44953136 0.33420781]
 [0.08776482 0.68641984 0.22581534]
 [0.12999446 0.5228009  0.34720463]
 [0.11763704 0.51466799 0.36769496]
 [0.09380213 0.49066358 0.41553429]
 [0.07117865 0.68251529 0.24630606]
 [0.19154215 0.67338298 0.13507486]
 [0.08421036 0.46118976 0.45459988]
 [0.73131031 0.22140086 0.04728883]
 [0.20889106 0.51474264 0.2763663 ]
 [0.14550059 0.6725367  0.18196271]
 [0.75349503 0.06886256 0.17764241]
 [0.16032058 0.47681408 0.36286535]
 [0.3280179  0.48823457 0.18374753]
 [0.0615825  0.64189182 0.29652568]
 [0.14618615 0.63097315 0.2228407 ]
 [0.21326272 0.51831634 0.26842094]
 [0.84549446 0.13036457 0.02414098]
 [0.07415768 0.54865814 0.37718419]
 [0.13346977 0.50723554 0.35929469]
 [0.20508429 0.54422837 0.25068735]
 [0.11953683 0.45303666 0.42742651]
 [0.23910795 0.62529543 0.13559662]
 [0.2196558  0.63066847 0.14967572]
 [0.55293494 0.41105864 0.03600642]
 [0.19735363 0.65419291 0.14845346]
 [0.17331691 0.31243308 0.51425001]
 [0.02014853 0.42631006 0.5535414 ]
 [0.10268552 0.39434389 0.50297059]
 [0.09349804 0.49949951 0.40700245]
 [0.69083567 0.25954831 0.04961603]
 [0.06606664 0.54068633 0.39324703]
 [0.06487157 0.59979327 0.33533515]
 [0.11451048 0.60681107 0.27867845]
 [0.47823833 0.45747724 0.06428443]
 [0.09128533 0.67360487 0.23510981]
 [0.17344157 0.65623445 0.17032398]
 [0.08881206 0.58897861 0.32220933]
 [0.04267598 0.67533394 0.28199008]
 [0.07318184 0.55597888 0.37083929]
 [0.05667069 0.52078703 0.42254228]
 [0.6483817  0.33239729 0.019221  ]
 [0.10311571 0.49386721 0.40301708]
 [0.08172196 0.5408105  0.37746754]
 [0.07224306 0.55596845 0.37178849]
 [0.6377763  0.34109289 0.02113081]
 [0.42341564 0.38751511 0.18906925]
 [0.20783319 0.61947391 0.1726929 ]
 [0.09874124 0.84659923 0.05465953]
 [0.33667092 0.47718866 0.18614042]
 [0.10999807 0.48178615 0.40821578]
 [0.09387841 0.53029142 0.37583016]
 [0.59918189 0.37981724 0.02100087]
 [0.14377136 0.65439369 0.20183495]
 [0.06218108 0.68442221 0.25339671]
 [0.5179892  0.37538897 0.10662182]
 [0.06385671 0.54977824 0.38636505]
 [0.18504503 0.59444488 0.22051009]
 [0.09666516 0.63858524 0.26474961]
 [0.34324852 0.53282629 0.12392519]
 [0.79723455 0.19131253 0.01145292]
 [0.39690582 0.55766549 0.0454287 ]
 [0.09538124 0.69149447 0.21312429]
 [0.08605496 0.57229525 0.3416498 ]
 [0.08621793 0.6307577  0.28302437]
 [0.6392325  0.34008484 0.02068266]
 [0.03894651 0.67076933 0.29028416]
 [0.06109996 0.50651568 0.43238435]
 [0.11676733 0.48188361 0.40134905]
 [0.64313917 0.3122793  0.04458153]
 [0.16492198 0.71728774 0.11779028]
 [0.12152675 0.50720989 0.37126335]
 [0.53820306 0.39926997 0.06252698]
 [0.0419439  0.83281219 0.12524391]
 [0.08698408 0.61045273 0.30256319]
 [0.3566238  0.40746765 0.23590855]
 [0.0972789  0.6067227  0.2959984 ]
 [0.15615626 0.61601311 0.22783063]
 [0.81608138 0.16182083 0.0220978 ]
 [0.08431675 0.57951938 0.33616387]
 [0.08883142 0.62044669 0.29072189]
 [0.16108558 0.56122244 0.27769198]
 [0.15551529 0.5402218  0.30426292]
 [0.07563396 0.72928881 0.19507723]
 [0.08173843 0.46935848 0.44890309]
 [0.51771059 0.45092641 0.031363  ]
 [0.10305037 0.5885022  0.30844743]
 [0.32913872 0.61103734 0.05982394]
 [0.16398773 0.65135618 0.1846561 ]
 [0.05237596 0.5323956  0.41522845]
 [0.11391497 0.61123418 0.27485085]
 [0.63966962 0.33692098 0.0234094 ]
 [0.08995299 0.55975411 0.3502929 ]
 [0.11005874 0.46778965 0.42215161]
 [0.06395421 0.66831519 0.2677306 ]
 [0.06028925 0.51655626 0.42315449]
 [0.07864935 0.77341366 0.14793699]
 [0.12868427 0.53958186 0.33173387]
 [0.07646552 0.39718161 0.52635287]
 [0.11418884 0.58837301 0.29743815]
 [0.16458793 0.55221661 0.28319546]
 [0.13692227 0.50756534 0.35551239]
 [0.10552172 0.58759268 0.3068856 ]
 [0.29819188 0.49157169 0.21023643]
 [0.66828744 0.28554377 0.04616878]
 [0.15478635 0.55127533 0.29393832]
 [0.39183715 0.55729766 0.05086518]
 [0.12661511 0.65421726 0.21916762]
 [0.04288462 0.63320962 0.32390576]
 [0.13990611 0.55515245 0.30494144]
 [0.30877011 0.62045436 0.07077552]
 [0.34592805 0.52072172 0.13335023]
 [0.32795735 0.37271357 0.29932908]
 [0.21810452 0.4410399  0.34085559]
 [0.61527671 0.34968626 0.03503703]
 [0.13016041 0.56664718 0.30319241]
 [0.07840009 0.59509162 0.32650829]
 [0.06461261 0.49820194 0.43718546]
 [0.13448819 0.53911121 0.3264006 ]
 [0.42556533 0.54225687 0.0321778 ]
 [0.05029891 0.67763094 0.27207016]
 [0.11176977 0.56086936 0.32736087]
 [0.08835773 0.58394316 0.32769911]
 [0.76622775 0.20891144 0.02486081]
 [0.37801789 0.51573332 0.10624879]
 [0.11728403 0.51045856 0.37225741]
 [0.55878634 0.40015363 0.04106002]
 [0.08620461 0.63298345 0.28081194]
 [0.67620571 0.17050044 0.15329384]
 [0.09276135 0.45888948 0.44834917]
 [0.09172206 0.78942275 0.11885519]
 [0.14791985 0.45522062 0.39685953]
 [0.08030907 0.63294901 0.28674192]
 [0.07764001 0.5314055  0.39095449]
 [0.11152027 0.61651826 0.27196147]
 [0.69057285 0.26658405 0.0428431 ]
 [0.08498948 0.63946169 0.27554883]
 [0.10562599 0.50072115 0.39365286]
 [0.34379449 0.58060904 0.07559646]
 [0.56793479 0.34116392 0.0909013 ]
 [0.08752275 0.62170595 0.2907713 ]
 [0.35562281 0.53161588 0.11276131]
 [0.09810205 0.66556261 0.23633534]
 [0.09458358 0.7037172  0.20169922]
 [0.1139731  0.68464888 0.20137802]
 [0.11954786 0.60743171 0.27302043]
 [0.05770777 0.47113591 0.47115632]
 [0.07159496 0.67558949 0.25281555]
 [0.35879878 0.35505568 0.28614554]
 [0.08055187 0.45547076 0.46397737]
 [0.07829278 0.47918684 0.44252038]
 [0.0523114  0.61506708 0.33262152]
 [0.79972386 0.1657874  0.03448874]
 [0.06230026 0.38217814 0.5555216 ]
 [0.09596945 0.5609076  0.34312295]
 [0.10513476 0.5203864  0.37447885]
 [0.15629077 0.38127671 0.46243251]
 [0.08122141 0.622883   0.29589559]
 [0.0989851  0.60918621 0.29182869]
 [0.09274789 0.69574423 0.21150788]
 [0.09747805 0.52585181 0.37667014]
 [0.77021577 0.21148403 0.0183002 ]
 [0.51512813 0.32999322 0.15487865]
 [0.09985601 0.64888775 0.25125623]
 [0.08473552 0.62607291 0.28919158]
 [0.17608364 0.77344906 0.05046731]
 [0.20528574 0.58416012 0.21055414]
 [0.09740702 0.50744065 0.39515233]
 [0.04580451 0.60799684 0.34619865]]","Index(['Labor Force Diff', 'Employed Diff', 'Unemployed Level Diff',
       'Unemployed Rate Diff', 'Median Age 10', 'Median Age Male 10',
       'Median Age Female 10', '# of Households 10', 'Avg Household Size 10',
       '# of Families 10', 'Avg Family Size 10', '# of Housing Units 10',
       'County Population', 'CARES ESSER I 20', 'CRRSA ESSER II 21',
       'ARP ESSER III 21', 'ESSER-SUPP 22', 'ESSER-SUPP 23',
       '% County Infected 09/28/20', '% County Deaths 09/28/20',
       '% County Infected 10/30/20', '% County Deaths 10/30/20',
       '% County Infected 01/29/21', '% County Deaths 01/29/21',
       '% On Campus 09/28/20', '% On Campus 10/30/20', '% On Campus 01/29/21',
       '% White Pop 10', '% Black Pop 10', '% Asian Pop 10',
       '% Hispanic Pop 10', '% Male Pop 10', '% Female Pop 10',
       '% Age 0-4 Pop 10', '% Age 5-9 Pop 10', '% Age 10-14 Pop 10',
       '% Age 15-19 Pop 10', '% Age 20-24 Pop 10', '% Age 25-34 Pop 10',
       '% Age 35-44 Pop 10', '% Age 45-54 Pop 10', '% Age 55-64 Pop 10',
       '% Age 65-74 Pop 10', '% Age 75-84 Pop 10', '% Age 85-Up Pop 10',
       '% HH 1 Male 10', '% HH 1 Female 10', '% HH Married-Child 10',
       '% HH Married-noChild 10', '% HH Male-Child 10', '% HH Female-Child 10',
       '% Housing Vacant 10', '% Housing Owner Occup 10',
       '% Housing Renter Occup 10', 'Total Schools Diff',
       'Total Students Diff', '% Operational Schools Diff',
       '% Title 1 School-wide Diff', '% Title 1 Eligible Diff',
       'Teachers:Students Diff', 'Staff:Students Diff', '% Free Lunch Diff',
       '% Reduced-price Lunch Diff', '% Asian Diff', '% Hispanic Diff',
       '% Black Diff', '% White Diff', '% Grades 1-8 Diff',
       '% Grades 9-12 Diff', '% Prek Diff', '% Kinder Diff', '% ADA Diff',
       '% Tested Math G3 Diff', '% Tested Math G4 Diff',
       '% Tested Math G5 Diff', '% Tested Math G6 Diff',
       '% Tested Math G7 Diff', '% Tested Math G8 Diff',
       'Locale_11-City: Large', 'Locale_12-City: Mid-size',
       'Locale_13-City: Small', 'Locale_21-Suburb: Large',
       'Locale_22-Suburb: Mid-size', 'Locale_23-Suburb: Small',
       'Locale_31-Town: Fringe', 'Locale_32-Town: Distant',
       'Locale_33-Town: Remote', 'Locale_41-Rural: Fringe',
       'Locale_42-Rural: Distant', 'Locale_43-Rural: Remote'],
      dtype='object')","LogisticRegression(C=0.01, max_iter=10000, multi_class='ovr', n_jobs=10,
                   random_state=123, solver='newton-cg')",0.375,"              precision    recall  f1-score   support

          -1       0.71      0.54      0.61        41
           0       0.62      0.90      0.74       103
           1       0.70      0.15      0.25        47

    accuracy                           0.64       191
   macro avg       0.68      0.53      0.53       191
weighted avg       0.66      0.64      0.59       191
"
