LEAKEY ISD,'193902,279,253,,,,,,,,,,,,,,
LEANDER ISD,'246913,39970,17604,,,,,,,,3,8,13,9,0,0,33
LEARY ISD,'019914,108,85,,,,,,,,,,,,,,
LEFORS ISD,'090902,158,158,,,,,,,,0,0,0,3,1,0,2
LEGACY PREPARATORY,'057846,1530,489,,,,,,,,0,0,0,1,0,1,0
"LEGACY SCHOOL OF SPORT
SCIENCES",'101874,404,64,,,,,,,,,,,,,,
LEGGETT ISD,'187906,201,168,,,,,,,,0,0,0,6,2,0,4
LEON ISD,'145911,731,698,,,,,,,,0,0,7,4,0,1,10
LEONARD ISD,'074909,861,668,,,,,,,,0,1,3,2,0,2,4
LEVELLAND ISD,'110902,2817,2475,0,0,23,4,0,0,27,10,3,52,24,0,0,89
LEVERETTS CHAPEL ISD,'201904,237,222,,,,,,,,0,0,1,1,0,0,2
LEWISVILLE ISD,'061902,49265,27385,15,15,68,14,0,0,112,55,54,283,81,0,0,473
LEXINGTON ISD,'144902,1055,896,,,,,,,,0,1,4,0,0,3,2
LIBERTY HILL ISD,'246908,5071,3201,0,0,2,1,0,3,0,0,1,4,5,0,5,5
LIBERTY ISD,'146906,2216,1801,0,0,2,1,0,2,1,0,2,4,2,0,4,4
LIBERTY-EYLAU ISD,'019908,2310,1710,0,0,6,3,1,3,5,6,2,21,33,2,9,51
LIFE SCHOOL,'057807,5600,2178,0,0,1,6,0,3,4,6,8,18,32,11,19,34
LIGHTHOUSE PUBLIC SCHOOLS,'015825,276,137,,,,,,,,,,,,,,
LINDALE ISD,'212903,4164,3767,,,,,,,,2,2,10,5,6,5,8
LINDEN-KILDARE CISD,'034905,628,570,,,,,,,,3,1,10,18,2,7,23
LINDSAY ISD,'049907,484,466,,,,,,,,0,0,4,7,0,5,6
LINGLEVILLE ISD,'072909,278,262,,,,,,,,1,0,1,0,0,2,0
LIPAN ISD,'111902,414,404,0,0,0,2,0,0,2,0,0,5,3,0,1,7
"LITTLE CYPRESS-MAURICEVILLE
CISD",'181908,3203,2830,0,0,4,3,0,2,5,0,1,17,13,1,9,21
LITTLE ELM ISD,'061914,8086,4960,1,4,4,3,0,12,0,10,8,30,28,5,64,7
LITTLEFIELD ISD,'140904,1255,1060,3,2,4,4,0,0,13,5,3,25,28,24,11,26
LIVINGSTON ISD,'187907,3831,3308,0,0,3,1,0,4,0,5,1,14,10,0,26,4
LLANO ISD,'150901,1726,1566,0,0,5,0,0,5,0,0,1,8,4,0,11,2
LOCKHART ISD,'028902,5998,1857,2,0,0,0,0,0,2,5,0,4,6,0,8,7
LOCKNEY ISD,'077902,460,412,,,,,,,,0,2,19,7,0,6,22
LOHN ISD,'160905,99,90,,,,,,,,0,0,2,0,0,2,0
LOMETA ISD,'141902,313,227,,,,,,,,2,0,0,4,0,1,5
LONDON ISD,'178906,1263,920,,,,,,,,0,1,0,1,0,2,0
LONE OAK ISD,'116906,982,915,1,0,2,4,5,0,2,2,0,13,12,9,1,17
"LONE STAR LANGUAGE
ACADEMY",'043802,210,66,,,,,,,,,,,,,,
LONGVIEW ISD,'092903,8368,5536,2,1,4,0,0,0,7,13,18,41,31,3,9,91
LOOP ISD,'083902,146,131,,,,,,,,0,0,0,6,0,2,4
LORAINE ISD,'168902,146,137,,,,,,,,,,,,,,
LORENA ISD,'161907,1743,1489,2,0,1,3,0,1,5,5,4,20,12,2,15,24
LORENZO ISD,'054902,236,212,0,0,1,1,0,1,1,0,0,5,2,0,5,2
LOS FRESNOS CISD,'031906,10398,0,,,,,,,,*,*,*,*,*,*,*
LOUISE ISD,'241906,487,487,0,0,0,1,0,0,1,0,0,2,1,0,2,1
LOVEJOY ISD,'043919,4192,2224,,,,,,,,1,7,32,6,1,9,36
LOVELADY ISD,'113903,516,469,,,,,,,,1,0,8,2,3,4,4
LUBBOCK ISD,'152901,26419,20078,,,,,,,,61,65,309,251,2,683,1
LUBBOCK-COOPER ISD,'152906,7219,6368,,,,,,,,12,22,109,54,2,62,133
LUEDERS-AVOCA ISD,'127905,105,105,,,,,,,,,,,,,,
LUFKIN ISD,'003903,7386,5612,1,0,11,7,0,2,17,17,7,35,26,3,35,47
LULING ISD,'028903,1353,968,1,0,0,0,0,1,0,3,4,2,2,0,10,1
LUMBERTON ISD,'100907,4303,3669,,,,,,,,,,,,,,
LUMIN EDUCATION,'057805,258,147,,,,,,,,3,0,0,1,0,4,0
LYFORD CISD,'245902,1362,428,,,,,,,,1,0,1,1,0,0,3
LYTLE ISD,'007904,1728,999,0,0,0,2,0,0,2,0,1,12,3,0,12,4
MABANK ISD,'129905,3532,2854,,,,,,,,3,4,14,17,9,17,12
MADISONVILLE CISD,'154901,2305,1917,0,0,6,2,0,3,5,2,2,16,7,0,13,14
MAGNOLIA ISD,'170906,13051,10438,2,0,11,4,2,4,11,8,8,57,23,16,45,35
MALAKOFF ISD,'107906,1416,1152,0,0,2,2,0,4,0,2,2,34,7,14,30,1
MALONE ISD,'109908,145,119,,,,,,,,1,2,0,1,0,4,0
MALTA ISD,'019910,219,217,,,,,,,,2,1,0,0,0,3,0
MANARA ACADEMY,'057844,656,115,,,,,,,,,,,,,,
MANOR ISD,'227907,9207,26,*,*,*,*,*,*,*,*,*,*,*,*,*,*
MANSFIELD ISD,'220908,34979,20200,,,,,,,,18,14,86,26,12,129,3
MARATHON ISD,'022902,59,55,,,,,,,,,,,,,,
MARBLE FALLS ISD,'027904,4094,3373,0,1,6,1,0,7,1,4,4,14,10,0,24,8
MARFA ISD,'189901,276,187,,,,,,,,,,,,,,
MARION ISD,'094904,1464,1092,,,,,,,,1,1,1,1,0,4,0
MARLIN ISD,'073903,862,585,0,0,1,0,0,0,1,1,1,14,9,0,14,11
MARSHALL ISD,'102902,5085,3972,1,2,4,7,0,1,13,4,5,22,35,0,2,64
MART ISD,'161908,526,433,,,,,,,,3,0,5,2,1,8,1
MARTINS MILL ISD,'234905,464,400,0,0,0,1,0,0,1,0,0,2,2,0,0,4
MARTINSVILLE ISD,'174909,339,319,,,,,,,,0,0,0,1,0,1,0
MASON ISD,'157901,716,696,,,,,,,,2,1,3,5,0,11,0
MATAGORDA ISD,'158904,106,98,,,,,,,,,,,,,,
MATHIS ISD,'205904,1451,826,0,0,3,0,0,0,3,2,3,4,3,0,4,8
MAUD ISD,'019903,473,408,0,1,3,0,0,2,2,1,2,8,6,0,4,13
MAY ISD,'025905,252,242,0,0,1,0,0,1,0,0,0,4,0,0,4,0
MAYPEARL ISD,'070915,1238,1157,0,0,0,1,0,1,0,2,1,9,3,0,12,3
MCALLEN ISD,'108906,21599,23,,,,,,,,*,*,*,*,*,*,*
MCCAMEY ISD,'231901,516,460,,,,,,,,0,0,2,1,0,2,1
MCDADE ISD,'011905,335,144,,,,,,,,,,,,,,
MCGREGOR ISD,'161909,1467,1044,1,0,7,3,0,0,11,3,2,11,7,0,0,23
MCKINNEY ISD,'043907,23271,15219,0,2,16,9,0,0,27,24,20,81,35,0,11,149
MCLEAN ISD,'090903,204,199,,,,,,,,0,0,1,0,0,0,1
MCLEOD ISD,'034906,407,381,,,,,,,,1,2,10,9,1,17,4
MCMULLEN COUNTY ISD,'162904,268,265,,,,,,,,,,,,,,
MEADOW ISD,'223902,267,243,,,,,,,,0,1,5,1,0,4,3
"MEADOWLAND CHARTER
DISTRICT",'130801,72,72,,,,,,,,,,,,,,
MEDINA ISD,'010901,276,267,,,,,,,,0,0,0,1,0,1,0
MEDINA VALLEY ISD,'163908,6086,3464,2,3,2,2,0,9,0,4,5,9,5,0,23,0
MELISSA ISD,'043908,4017,2968,,,,,,,,4,2,13,12,0,23,8
MEMPHIS ISD,'096904,447,418,0,1,2,3,0,6,0,0,1,3,9,0,13,0
MENARD ISD,'164901,271,259,,,,,,,,0,1,0,0,0,1,0
MERCEDES ISD,'108907,4639,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
MERIDIAN ISD,'018902,406,386,,,,,,,,0,0,1,1,0,2,0
MERIDIAN WORLD SCHOOL LLC,'246801,1697,365,0,0,0,1,0,0,1,0,0,0,1,0,0,1
MERKEL ISD,'221904,1133,996,,,,,,,,,,,,,,
MESQUITE ISD,'057914,38349,20859,9,11,24,27,1,35,35,47,56,154,135,12,129,251
MEXIA ISD,'147903,1838,1403,0,0,0,7,0,0,7,1,3,1,14,0,10,9
MEYERPARK ELEMENTARY,'101855,258,0,,,,,,,,,,,,,,
MEYERSVILLE ISD,'062906,165,151,,,,,,,,,,,,,,
MIAMI ISD,'197902,184,179,0,0,0,1,0,0,1,0,1,0,1,0,1,1
"MIDLAND ACADEMY CHARTER
SCHOOL",'165802,364,296,,,,,,,,0,0,0,1,0,1,0
MIDLAND ISD,'165901,25462,14275,5,8,57,39,0,1,108,27,34,170,160,0,21,370
MIDLOTHIAN ISD,'070908,9802,7251,6,15,33,15,0,1,68,7,32,92,36,1,32,134
MIDWAY ISD,'039905,132,131,,,,,,,,0,0,1,1,1,1,0
MIDWAY ISD,'161903,8254,6311,4,1,20,7,0,0,32,13,11,77,18,0,24,95
MILANO ISD,'166903,400,341,,,,,,,,0,1,3,8,0,7,5
MILDRED ISD,'175910,753,704,0,0,1,0,0,0,1,1,0,5,1,0,3,4
MILES ISD,'200902,468,444,2,0,1,0,0,3,0,2,0,4,0,0,4,2
MILFORD ISD,'070909,237,197,0,0,2,1,0,1,2,0,0,2,1,0,1,2
MILLER GROVE ISD,'112907,311,288,,,,,,,,,,,,,,
MILLSAP ISD,'184904,1204,1037,1,0,0,0,0,1,0,3,2,10,4,1,7,11
MINEOLA ISD,'250903,1589,1400,0,1,14,0,0,10,5,1,3,25,4,1,22,10
MINERAL WELLS ISD,'182903,3130,2241,0,0,3,1,0,1,3,2,6,51,20,2,19,58
MISSION CISD,'108908,15048,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"MONAHANS-WICKETT-PYOTE
ISD",'238902,2364,2142,1,2,5,2,0,9,1,1,5,14,18,5,20,13
MONTAGUE ISD,'169908,136,134,,,,,,,,0,0,0,1,0,1,0
MONTE ALTO ISD,'108915,882,14,,,,,,,,*,*,*,*,*,*,*
MONTESSORI FOR ALL,'227826,435,167,,,,,,,,1,0,0,0,0,0,1
MONTGOMERY ISD,'170903,8987,7721,0,1,2,0,0,0,3,4,2,21,0,0,2,25
MOODY ISD,'161910,651,549,0,1,1,1,0,3,0,2,4,4,7,1,7,9
MORAN ISD,'209902,122,119,,,,,,,,,,,,,,
MORGAN ISD,'018903,137,112,0,0,1,0,0,1,0,0,0,1,1,0,2,0
MORGAN MILL ISD,'072910,128,125,,,,,,,,,,,,,,
MORTON ISD,'040901,354,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
MOTLEY COUNTY ISD,'173901,168,166,,,,,,,,0,0,0,2,0,2,0
MOULTON ISD,'143902,284,274,0,0,0,1,0,0,1,0,0,0,1,0,0,1
MOUNT CALM ISD,'109910,197,139,0,1,1,0,0,2,0,0,1,2,0,0,2,1
MOUNT ENTERPRISE ISD,'201907,395,362,,,,,,,,1,0,0,0,0,1,0
MOUNT PLEASANT ISD,'225902,5316,4376,,,,,,,,5,3,32,25,0,26,39
MOUNT VERNON ISD,'080901,1523,1309,,,,,,,,7,5,38,14,18,21,25
MUENSTER ISD,'049902,523,489,,,,,,,,0,2,2,7,0,3,8
MULESHOE ISD,'009901,1346,1205,0,3,15,3,0,21,0,2,8,41,21,0,71,1
MULLIN ISD,'167902,206,204,0,0,0,1,0,0,1,0,0,0,2,0,1,1
MUMFORD ISD,'198906,620,520,,,,,,,,2,0,4,1,0,1,6
MUNDAY CISD,'138903,366,0,,,,,,,,*,*,*,*,*,*,*
MURCHISON ISD,'107908,168,159,,,,,,,,,,,,,,
NACOGDOCHES ISD,'174904,5915,3255,0,0,0,2,1,1,0,0,3,13,26,1,18,23
NATALIA ISD,'163903,1050,665,0,1,1,2,2,0,2,0,2,15,4,2,2,17
NAVARRO ISD,'094903,1978,1631,0,0,8,0,0,8,0,1,0,10,7,0,16,2
NAVASOTA ISD,'093904,2881,2311,1,0,1,1,0,2,1,1,4,6,7,0,6,12
NAZARETH ISD,'035903,249,245,,,,,,,,0,1,1,2,0,2,2
NECHES ISD,'001906,317,313,,,,,,,,0,0,2,3,0,1,4
NEDERLAND ISD,'123905,4978,3492,0,0,1,5,0,4,2,6,4,43,24,3,70,4
NEEDVILLE ISD,'079906,3278,2474,,,,,,,,4,2,7,0,0,2,11
NEW BOSTON ISD,'019905,1188,948,,,,,,,,0,2,15,10,0,15,12
NEW BRAUNFELS ISD,'046901,9247,5757,0,2,2,3,0,2,5,5,6,33,15,3,26,30
NEW CANEY ISD,'170908,16059,9706,1,1,6,3,0,0,11,5,7,57,48,0,9,108
NEW DEAL ISD,'152902,758,467,0,1,3,1,0,5,0,2,4,23,13,1,11,30
NEW DIANA ISD,'230906,1196,1088,,,,,,,,2,3,21,8,0,11,23
"NEW FRONTIERS PUBLIC
SCHOOLS INC",'015805,493,87,,,,,,,,0,0,0,1,0,1,0
NEW HOME ISD,'153905,583,573,,,,,,,,0,1,2,4,1,3,3
NEW SUMMERFIELD ISD,'037908,537,496,,,,,,,,0,0,3,1,0,1,3
NEW WAVERLY ISD,'236901,1035,754,,,,,,,,1,1,19,6,0,5,22
NEWCASTLE ISD,'252902,212,208,,,,,,,,0,0,1,1,0,2,0
"NEWMAN INTERNATIONAL
ACADEMY OF ARLINGTON",'220817,3044,1385,1,0,2,0,0,3,0,3,2,9,8,0,20,2
NEWTON ISD,'176902,915,915,,,,,,,,1,0,0,0,0,1,0
NIXON-SMILEY CISD,'089903,967,808,1,0,0,0,0,1,0,1,0,1,0,0,1,1
NOCONA ISD,'169902,790,732,,,,,,,,0,0,13,10,0,2,21
NORDHEIM ISD,'062902,144,127,,,,,,,,,,,,,,
NORMANGEE ISD,'145906,603,543,,,,,,,,2,2,8,8,0,11,9
NORTH EAST ISD,'015910,60091,10618,,,,,,,,19,13,51,53,1,29,106
NORTH HOPKINS ISD,'112906,554,480,,,,,,,,0,2,11,8,0,1,20
NORTH LAMAR ISD,'139911,2353,1916,1,2,4,4,0,9,2,4,9,27,17,4,24,29
"NORTH TEXAS COLLEGIATE
ACADEMY",'061802,631,526,,,,,,,,1,0,0,0,0,1,0
NORTH ZULCH ISD,'154903,297,252,,,,,,,,1,0,4,2,0,3,4
NORTHSIDE ISD,'015915,103238,18216,13,7,15,17,1,44,7,34,19,77,117,10,173,64
NORTHSIDE ISD,'244905,243,239,,,,,,,,1,0,2,2,0,5,0
NORTHWEST ISD,'061911,25235,18726,6,4,18,0,0,0,28,21,21,102,1,0,5,140
NOVA ACADEMY,'057809,123,68,,,,,,,,,,,,,,
NOVA ACADEMY SOUTHEAST,'057827,601,0,,,,,,,,,,,,,,
NUECES CANYON CISD,'069902,247,223,,,,,,,,0,0,0,1,0,1,0
NURSERY ISD,'235904,145,138,,,,,,,,,,,,,,
NYOS CHARTER SCHOOL,'227804,1070,19,,,,,,,,*,*,*,*,*,*,*
O'DONNELL ISD,'153903,298,287,,,,,,,,0,0,1,2,0,3,0
OAKWOOD ISD,'145907,174,157,,,,,,,,0,0,0,1,0,1,0
ODEM-EDROY ISD,'205905,855,500,0,1,2,0,0,1,2,0,3,3,0,0,3,3
ODYSSEY ACADEMY INC,'084802,1273,634,0,0,0,1,0,1,0,0,0,1,4,2,3,0
OGLESBY ISD,'050904,186,179,,,,,,,,,,,,,,
OLFEN ISD,'200906,140,132,,,,,,,,0,0,1,1,0,1,1
OLNEY ISD,'252903,690,599,,,,,,,,1,0,18,10,1,8,20
OLTON ISD,'140905,558,517,0,0,0,1,0,0,1,2,3,17,16,0,2,36
ONALASKA ISD,'187910,1166,982,,,,,,,,1,0,0,1,0,2,0
ORANGE GROVE ISD,'125903,1715,1187,0,1,1,0,0,0,2,1,1,4,2,0,2,6
ORANGEFIELD ISD,'181905,1801,1616,0,0,0,3,0,3,0,0,0,12,18,1,5,24
ORE CITY ISD,'230903,917,815,0,1,0,2,0,0,3,1,4,5,9,0,6,13
ORENDA CHARTER SCHOOL,'014804,1819,886,0,0,4,2,1,5,0,0,1,4,3,1,7,0
OVERTON ISD,'201908,467,407,0,1,0,2,0,0,3,1,1,2,8,0,2,10
PADUCAH ISD,'051901,186,143,0,0,0,1,0,0,1,0,1,1,4,0,2,4
PAINT CREEK ISD,'104907,92,92,0,0,2,0,0,0,2,0,0,2,0,0,0,2
PAINT ROCK ISD,'048903,246,203,,,,,,,,1,0,4,4,2,3,4
PALACIOS ISD,'158905,1278,940,,,,,,,,0,0,1,3,0,1,3
PALESTINE ISD,'001907,3384,2857,0,0,8,2,3,6,1,2,0,29,25,4,42,10
PALMER ISD,'070910,1283,1102,,,,,,,,0,0,4,0,0,0,4
PALO PINTO ISD,'182906,84,78,,,,,,,,,,,,,,
PAMPA ISD,'090904,3420,2854,0,1,2,0,0,3,0,1,2,13,15,0,21,10
PANHANDLE ISD,'033902,681,676,,,,,,,,1,1,1,3,0,5,1
PANOLA CHARTER SCHOOL,'183801,180,106,,,,,,,,,,,,,,
PANTHER CREEK CISD,'042905,157,127,,,,,,,,0,0,0,1,0,1,0
PARADISE ISD,'249906,1218,1168,0,0,1,2,0,1,2,0,2,1,4,0,3,4
PARIS ISD,'139909,3768,2495,0,0,5,9,0,4,10,3,8,33,33,4,7,66
PASADENA ISD,'101917,50397,18653,5,1,9,31,0,0,46,28,8,63,128,2,19,206
PATTON SPRINGS ISD,'063906,93,89,,,,,,,,0,0,0,2,0,1,1
PAWNEE ISD,'013902,185,129,,,,,,,,,,,,,,
PEARLAND ISD,'020908,20991,10416,0,1,11,8,7,1,12,7,6,51,22,10,9,67
PEARSALL ISD,'082903,2123,779,0,0,0,1,0,0,1,1,1,3,8,0,0,13
PEASTER ISD,'184908,1387,1303,,,,,,,,0,0,2,3,0,0,5
PECOS-BARSTOW-TOYAH ISD,'195901,2688,1943,2,3,5,7,1,6,10,4,7,28,23,4,43,15
"PEGASUS SCHOOL OF LIBERAL
ARTS AND SCIENCES",'057802,503,0,,,,,,,,*,*,*,*,*,*,*
PENELOPE ISD,'109914,217,196,,,,,,,,0,0,0,2,0,2,0
PERRIN-WHITT CISD,'119903,322,308,0,0,4,1,0,2,3,0,0,4,1,0,2,3
PERRYTON ISD,'179901,1936,1760,0,1,4,3,0,1,7,5,2,52,32,0,20,71
PETERSBURG ISD,'095904,283,250,,,,,,,,,,,,,,
PETROLIA CISD,'039903,441,439,0,0,1,2,0,3,0,0,0,2,6,0,7,1
PETTUS ISD,'013903,345,260,0,0,0,2,0,2,0,0,0,2,2,0,4,0
PEWITT CISD,'172905,848,755,0,0,2,1,0,0,3,1,1,7,7,1,0,15
PFLUGERVILLE ISD,'227904,25295,6529,1,0,4,6,0,0,11,9,11,22,33,2,7,66
PHARR-SAN JUAN-ALAMO ISD,'108909,28212,86,0,0,13,13,5,5,16,2,1,23,70,13,36,47
PILOT POINT ISD,'061903,1361,1042,1,0,3,0,0,0,4,2,0,19,4,0,4,21
PINE TREE ISD,'092904,4528,3751,1,1,0,0,0,1,1,4,5,29,23,0,52,9
"PINEYWOODS COMMUNITY
ACADEMY",'003801,988,653,,,,,,,,0,0,0,3,0,1,2
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,1615,996,,,,,,,,1,0,0,0,0,1,0
PITTSBURG ISD,'032902,2395,2059,0,0,1,0,0,1,0,3,1,18,11,1,10,22
PLAINS ISD,'251902,435,409,5,0,2,1,3,3,2,6,0,5,3,3,3,8
PLAINVIEW ISD,'095905,4834,4125,2,3,19,11,0,35,0,12,19,83,71,11,163,11
PLANO ISD,'043910,50066,15174,12,15,16,23,0,23,43,70,54,124,105,0,163,190
PLEASANT GROVE ISD,'019912,2246,1945,0,0,2,1,0,2,1,1,7,33,17,0,36,22
PLEASANTON ISD,'007905,3419,2211,0,0,2,1,0,3,0,1,1,3,6,0,8,3
"PLEMONS-STINNETT-PHILLIPS
CISD",'117904,673,637,0,0,2,3,0,5,0,0,2,15,12,0,25,4
POINT ISABEL ISD,'031909,2064,30,,,,,,,,*,*,*,*,*,*,*
PONDER ISD,'061906,1585,1283,0,0,2,0,0,2,0,1,2,4,0,0,5,2
POOLVILLE ISD,'184901,540,540,1,1,2,3,0,6,1,2,1,2,4,0,8,1
POR VIDA ACADEMY,'015801,134,0,,,,,,,,,,,,,,
PORT ARANSAS ISD,'178908,506,371,,,,,,,,0,0,0,2,0,2,0
PORT ARTHUR ISD,'123907,7824,983,0,0,3,6,0,9,0,3,0,10,19,2,30,0
PORT NECHES-GROVES ISD,'123908,4941,4941,0,0,0,2,0,0,2,0,4,17,13,0,16,18
"POSITIVE SOLUTIONS CHARTER
SCHOOL",'015814,104,0,,,,,,,,,,,,,,
POST ISD,'085902,794,764,1,0,3,1,0,5,0,1,1,17,10,0,28,1
POTEET ISD,'007906,1590,570,,,,,,,,1,0,5,1,0,7,0
POTH ISD,'247904,841,779,,,,,,,,1,0,1,1,0,2,1
POTTSBORO ISD,'091913,1413,1225,0,1,2,4,2,2,3,0,4,16,11,3,19,9
PRAIRIE LEA ISD,'028906,179,12,,,,,,,,,,,,,,
PRAIRIE VALLEY ISD,'169909,157,139,0,0,1,0,0,0,1,0,0,2,0,0,0,2
PRAIRILAND ISD,'139912,1050,971,,,,,,,,1,2,11,5,2,7,10
PREMIER HIGH SCHOOLS,'072801,6363,480,0,0,6,6,3,4,5,0,0,31,27,12,24,22
PREMONT ISD,'125905,690,480,,,,,,,,1,0,0,1,0,1,1
PRESIDIO ISD,'189902,1061,437,,,,,,,,2,2,5,7,5,11,0
PRIDDY ISD,'167904,111,108,,,,,,,,,,,,,,
PRINCETON ISD,'043911,5774,3980,1,3,3,1,0,4,4,9,14,42,21,9,39,38
PRINGLE-MORSE CISD,'098903,110,104,1,1,0,1,0,3,0,1,1,0,3,0,5,0
PRIORITY CHARTER SCHOOLS,'014803,784,527,,,,,,,,0,0,2,2,0,4,0
PROGRESO ISD,'108910,1480,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"PROMESA ACADEMY CHARTER
SCHOOL",'015839,198,63,,,,,,,,1,0,0,0,0,0,1
PROMESA PUBLIC SCHOOLS,'227824,921,0,,,,,,,,,,,,,,
PROMISE COMMUNITY SCHOOL,'101853,1306,443,0,0,0,2,0,2,0,1,0,0,3,0,4,0
PROSPER ISD,'043912,19012,12578,6,12,26,13,0,17,40,29,41,123,66,0,41,218
QUANAH ISD,'099903,528,522,,,,,,,,3,6,10,31,1,21,28
QUEEN CITY ISD,'034907,952,874,0,0,4,3,0,4,3,1,0,34,30,2,18,45
QUINLAN ISD,'116908,2447,1508,0,2,0,2,0,4,0,2,3,4,13,0,20,2
QUITMAN ISD,'250904,1157,1001,0,1,4,0,0,5,0,1,6,9,7,3,13,7
RAINS ISD,'190903,NR,NR,0,0,3,0,0,3,0,3,0,8,9,1,15,4
RALLS ISD,'054903,457,425,0,0,0,1,0,0,1,0,0,4,7,1,1,9
RAMIREZ CSD,'066005,44,24,,,,,,,,,,,,,,
RANCH ACADEMY,'234801,52,34,,,,,,,,,,,,,,
RANDOLPH FIELD ISD,'015906,1420,953,,,,,,,,,,,,,,
RANGER ISD,'067907,362,315,0,0,1,0,0,1,0,0,0,7,9,2,13,1
RANKIN ISD,'231902,295,287,,,,,,,,,,,,,,
"RAPOPORT ACADEMY PUBLIC
SCHOOL",'161802,827,381,,,,,,,,,,,,,,
"RAUL YZAGUIRRE SCHOOLS
FOR SUCCESS",'101806,1328,0,,,,,,,,*,*,*,*,*,*,*
RAVEN SCHOOL,'236801,38,38,,,,,,,,,,,,,,
RAYMONDVILLE ISD,'245903,2085,465,,,,,,,,2,1,3,22,1,2,25
REAGAN COUNTY ISD,'192901,856,713,1,1,4,2,0,0,8,2,1,9,7,0,1,18
RED LICK ISD,'019911,517,483,3,0,1,1,0,0,5,12,7,1,7,0,4,23
RED OAK ISD,'070911,5962,3536,4,4,1,4,0,6,7,10,12,51,36,24,41,44
REDWATER ISD,'019906,NR,NR,,,,,,,,0,1,8,7,0,9,7
REFUGIO ISD,'196903,1259,588,0,0,1,1,0,2,0,0,0,1,2,0,3,0
"REVE PREPARATORY CHARTER
SCHOOL",'101876,118,59,,,,,,,,,,,,,,
RICARDO ISD,'137902,608,250,,,,,,,,0,0,0,5,0,5,0
RICE CISD,'045903,1235,833,0,0,0,3,0,0,3,1,2,1,4,0,1,7
RICE ISD,'175911,965,687,0,1,1,3,0,0,5,3,3,7,3,0,4,12
"RICHARD MILBURN ALTER HIGH
SCHOOL (KILLEEN)",'014801,1924,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RICHARDS ISD,'093905,177,136,0,0,0,1,0,0,1,0,0,0,2,0,0,2
RICHARDSON ISD,'057916,37581,20603,9,3,25,17,0,0,54,54,45,112,98,0,1,308
"RICHLAND COLLEGIATE HIGH
SCHOOL",'057840,500,0,,,,,,,,*,*,*,*,*,*,*
RICHLAND SPRINGS ISD,'206902,109,108,,,,,,,,0,0,0,2,0,1,1
RIESEL ISD,'161912,644,577,0,0,4,2,0,3,3,1,1,12,5,2,9,8
RIO GRANDE CITY CISD,'214901,10014,32,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RIO HONDO ISD,'031911,2127,404,0,0,0,1,0,1,0,1,0,1,5,2,5,0
RIO VISTA ISD,'126907,775,705,,,,,,,,0,1,2,4,0,6,1
RISE ACADEMY,'152802,276,276,,,,,,,,1,0,1,2,0,3,1
RISING STAR ISD,'067908,191,181,,,,,,,,,,,,,,
RIVER ROAD ISD,'188902,1297,1127,1,2,6,4,0,4,9,4,5,30,16,0,15,40
RIVERCREST ISD,'194903,683,552,0,0,2,0,0,2,0,0,0,8,1,0,2,7
RIVIERA ISD,'137903,412,265,,,,,,,,,,,,,,
ROBERT LEE ISD,'041902,256,247,,,,,,,,2,2,2,2,0,6,2
ROBINSON ISD,'161922,2413,2052,2,2,4,2,0,5,5,8,8,31,26,0,12,61
ROBSTOWN ISD,'178909,2565,1121,1,1,1,1,0,0,4,10,3,2,8,1,11,11
ROBY CISD,'076903,311,298,,,,,,,,0,0,3,2,0,5,0
ROCHELLE ISD,'160904,199,187,,,,,,,,0,0,1,0,0,1,0
ROCKDALE ISD,'166904,1442,1305,0,0,3,1,0,4,0,1,0,18,6,0,22,3
ROCKSPRINGS ISD,'069901,270,243,,,,,,,,,,,,,,
ROCKWALL ISD,'199901,16919,10457,9,4,23,11,0,35,12,21,25,94,62,0,124,78
ROGERS ISD,'014907,883,823,0,1,9,2,0,0,12,0,3,22,4,0,6,23
ROMA ISD,'214903,6069,0,,,,,,,,*,*,*,*,*,*,*
ROOSEVELT ISD,'152908,1024,1017,1,0,6,9,0,7,9,3,1,20,20,0,29,15
ROPES ISD,'110905,477,472,0,0,0,1,0,0,1,0,2,7,12,0,3,18
ROSCOE COLLEGIATE ISD,'177901,718,679,0,0,3,1,0,0,4,2,1,7,4,0,0,14
ROSEBUD-LOTT ISD,'073905,687,626,,,,,,,,0,0,1,1,0,2,0
ROTAN ISD,'076904,239,238,,,,,,,,0,0,1,1,0,2,0
ROUND ROCK ISD,'246909,48261,11006,3,0,6,12,0,4,17,20,8,59,46,0,30,103
ROUND TOP-CARMINE ISD,'075908,237,210,1,0,0,0,1,0,0,1,0,2,0,1,1,1
ROYAL ISD,'237905,2453,1153,,,,,,,,0,0,1,2,0,2,1
ROYSE CITY ISD,'199902,6849,4754,3,1,3,1,0,8,0,4,2,14,7,1,26,0
RULE ISD,'104903,144,135,,,,,,,,,,,,,,
RUNGE ISD,'128903,230,176,,,,,,,,,,,,,,
RUSK ISD,'037907,1993,1652,,,,,,,,,,,,,,
S AND S CISD,'091914,988,875,,,,,,,,0,0,3,5,0,2,6
