Table 1
"Report 2: School Reported COVID-19 Cases in Public Schools, July 27, 2020 - October 11, 2020, Texas",,,,,,,,,,,,,,,,,
"Current Report Period:    October 5, 2020-   October 11, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,Current Report Period,,,,,,,Cumulative Reports,,,,,,
,,,,,,,,"School Reported Source
of Infection",,,,,,,"School Reported Source
"AUSTIN ACHIEVE PUBLIC
SCHOOLS",'227825,2168,5,,,,,,,,,,,,,,
AUSTIN DISCOVERY SCHOOL,'227821,436,0,,,,,,,,,,,,,,
AUSTIN ISD,'227901,74909,321,0,0,2,5,0,0,7,0,0,10,13,0,0,23
AUSTWELL-TIVOLI ISD,'196901,138,114,,,,,,,,,,,,,,
AVALON ISD,'070901,325,281,0,0,2,1,0,3,0,0,0,2,1,0,3,0
AVERY ISD,'194902,325,225,,,,,,,,,,,,,,
AVINGER ISD,'034902,140,116,,,,,,,,,,,,,,
AXTELL ISD,'161918,764,692,0,0,0,1,0,1,0,0,0,1,1,0,1,1
AZLE ISD,'220915,6672,4745,2,0,4,1,0,2,5,7,2,14,6,2,10,17
BAIRD ISD,'030903,268,234,,,,,,,,,,,,,,
BALLINGER ISD,'200901,861,754,0,0,1,2,2,1,0,3,0,3,3,2,7,0
BALMORHEA ISD,'195902,162,141,,,,,,,,0,0,1,0,0,1,0
BANDERA ISD,'010902,2160,1731,,,,,,,,0,0,1,0,0,1,0
BANGS ISD,'025901,840,799,,,,,,,,0,1,10,5,0,0,16
BANQUETE ISD,'178913,951,362,,,,,,,,0,0,3,3,0,6,0
BARBERS HILL ISD,'036902,6417,5802,2,0,4,4,0,10,0,3,2,12,11,0,28,0
BARTLETT ISD,'014902,369,315,,,,,,,,,,,,,,
BASIS TEXAS,'015834,3070,101,,,,,,,,1,0,0,0,0,1,0
BASTROP ISD,'011901,10342,5277,0,0,1,0,0,1,0,1,2,6,5,0,11,3
BAY CITY ISD,'158901,3407,2715,0,0,1,0,0,0,1,2,2,2,1,0,3,4
"BEATRICE MAYES INSTITUTE
CHARTER SCHOOL",'101847,475,0,,,,,,,,,,,,,,
BEAUMONT ISD,'123910,17184,3369,1,0,3,2,5,0,1,1,0,6,32,19,13,7
BECKVILLE ISD,'183901,663,645,,,,,,,,0,1,1,5,1,5,1
BEEVILLE ISD,'013901,3098,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
BELLEVUE ISD,'039904,136,128,0,0,1,0,0,1,0,0,0,1,0,0,1,0
BELLS ISD,'091901,875,814,0,0,1,0,0,1,0,0,0,2,3,1,2,2
BELLVILLE ISD,'008901,2223,2017,,,,,,,,0,0,1,3,0,0,4
BELTON ISD,'014903,12381,7693,3,1,5,0,0,4,5,4,3,12,9,0,11,17
BEN BOLT-PALITO BLANCO ISD,'125902,523,0,,,,,,,,*,*,*,*,*,*,*
BENAVIDES ISD,'066901,246,0,,,,,,,,,,,,,,
BENJAMIN ISD,'138904,131,93,,,,,,,,0,0,2,1,0,0,3
BETA ACADEMY,'101870,1168,511,,,,,,,,1,1,0,0,0,2,0
"BETTY M CONDRA SCHOOL FOR
EDUCATION INNOVATION",'152806,137,115,,,,,,,,,,,,,,
BEXAR COUNTY ACADEMY,'015809,262,122,,,,,,,,1,0,0,0,0,1,0
BIG SANDY ISD,'187901,501,465,1,0,0,0,0,1,0,2,0,1,2,0,5,0
BIG SANDY ISD,'230901,666,8,,,,,,,,*,*,*,*,*,*,*
BIG SPRING ISD,'114901,3909,3028,2,0,7,11,0,1,19,5,0,25,25,3,7,45
"BIG SPRINGS CHARTER
SCHOOL",'193801,213,182,,,,,,,,0,0,0,3,1,1,1
BIRDVILLE ISD,'220902,22174,12571,4,3,13,2,0,0,22,10,15,68,5,0,0,98
BISHOP CISD,'178902,1556,492,,,,,,,,0,0,1,3,0,0,4
BLACKWELL CISD,'177903,161,157,0,0,0,1,0,0,1,0,0,0,2,0,1,1
BLANCO ISD,'016902,1028,917,,,,,,,,,,,,,,
BLAND ISD,'116915,819,645,,,,,,,,2,0,1,0,0,3,0
BLANKET ISD,'025904,173,146,,,,,,,,,,,,,,
"BLOOM ACADEMY CHARTER
SCHOOL",'101875,86,9,,,,,,,,,,,,,,
BLOOMBURG ISD,'034909,251,251,,,,,,,,0,1,2,2,0,5,0
BLOOMING GROVE ISD,'175902,942,805,,,,,,,,0,1,1,2,0,3,1
BLOOMINGTON ISD,'235901,767,458,,,,,,,,2,1,2,2,0,3,4
BLUE RIDGE ISD,'043917,896,812,1,0,0,2,0,1,2,2,0,0,6,0,1,7
BLUFF DALE ISD,'072904,220,210,,,,,,,,,,,,,,
BLUM ISD,'109913,358,352,,,,,,,,1,0,2,1,3,0,1
BOB HOPE SCHOOL,'123807,2074,557,,,,,,,,,,,,,,
BOERNE ISD,'130901,9511,6938,,,,,,,,2,1,18,7,0,13,15
BOLES ISD,'116916,513,452,,,,,,,,0,0,3,8,5,2,4
BOLING ISD,'241901,1105,932,,,,,,,,0,0,3,1,0,4,0
BONHAM ISD,'074903,1781,1551,,,,,,,,2,3,1,0,0,6,0
BOOKER ISD,'148901,362,354,0,0,3,0,0,0,3,0,0,4,0,0,0,4
BORDEN COUNTY ISD,'017901,231,231,,,,,,,,,,,,,,
BORGER ISD,'117901,2470,2130,0,1,3,5,1,1,7,3,2,22,34,12,13,36
BOSQUEVILLE ISD,'161923,734,586,,,,,,,,0,1,1,0,0,1,1
BOVINA ISD,'185901,468,419,,,,,,,,0,0,2,3,0,2,3
BOWIE ISD,'169901,1676,1564,0,0,2,2,0,0,4,0,0,8,6,0,1,13
BOYD ISD,'249902,1268,1132,0,0,2,1,0,0,3,0,0,8,4,0,0,12
BOYS RANCH ISD,'180901,223,153,,,,,,,,0,0,11,5,1,11,4
BRACKETT ISD,'136901,529,411,,,,,,,,0,0,0,1,0,1,0
BRADY ISD,'160901,991,910,,,,,,,,0,0,3,7,1,8,1
BRAZOS ISD,'008903,781,690,,,,,,,,,,,,,,
"BRAZOS RIVER CHARTER
SCHOOL",'213801,180,178,,,,,,,,0,0,2,0,0,2,0
"BRAZOS SCHOOL FOR INQUIRY
& CREATIVITY",'021803,341,251,,,,,,,,0,0,0,1,0,0,1
BRAZOSPORT ISD,'020905,11397,6978,1,0,2,3,0,6,0,13,5,16,12,0,46,0
BRECKENRIDGE ISD,'215901,1448,1293,1,0,1,4,0,2,4,1,0,4,8,0,3,10
BREMOND ISD,'198901,473,449,0,0,7,2,3,3,3,1,1,8,2,3,6,3
BRENHAM ISD,'239901,4918,3998,,,,,,,,0,1,1,3,0,1,4
BRIDGE CITY ISD,'181901,3014,2715,0,0,2,2,0,4,0,0,0,5,3,0,8,0
BRIDGEPORT ISD,'249903,2172,1655,0,0,1,0,0,0,1,0,1,2,0,0,2,1
"BRIDGEWAY PREPARATORY
ACADEMY",'057851,101,62,,,,,,,,,,,,,,
BROADDUS ISD,'203902,372,289,,,,,,,,,,,,,,
BROCK ISD,'184909,1769,1762,0,0,5,3,0,3,5,0,0,7,4,0,4,7
BRONTE ISD,'041901,245,233,,,,,,,,0,0,1,0,0,0,1
BROOKELAND ISD,'121902,367,350,,,,,,,,,,,,,,
BROOKESMITH ISD,'025908,168,131,,,,,,,,1,0,0,0,0,0,1
BROOKS ACADEMIES OF TEXAS,'015830,3047,846,0,1,0,0,0,1,0,0,1,0,1,0,2,0
BROOKS COUNTY ISD,'024901,1438,628,,,,,,,,2,1,7,2,0,12,0
BROWNFIELD ISD,'223901,1643,1341,,,,,,,,0,0,1,1,0,2,0
BROWNSBORO ISD,'107902,2612,2126,0,1,3,1,0,2,3,1,2,11,11,0,3,22
BROWNSVILLE ISD,'031901,40121,283,5,6,7,0,0,18,0,14,9,21,119,63,77,23
BROWNWOOD ISD,'025902,3437,2951,,,,,,,,6,1,13,10,0,25,5
BRUCEVILLE-EDDY ISD,'161919,616,469,,,,,,,,0,0,2,1,0,0,3
BRYAN ISD,'021902,15715,11141,3,1,2,6,0,0,12,15,5,24,32,0,0,76
BRYSON ISD,'119901,255,253,,,,,,,,,,,,,,
BUCKHOLTS ISD,'166907,145,124,,,,,,,,,,,,,,
BUENA VISTA ISD,'186901,245,185,,,,,,,,,,,,,,
BUFFALO ISD,'145901,930,892,,,,,,,,0,0,0,1,0,0,1
BULLARD ISD,'212902,2676,2478,6,2,2,10,4,2,14,9,5,18,33,7,12,46
BUNA ISD,'121903,1483,1338,1,0,0,1,0,0,2,1,0,0,3,0,0,4
BURKBURNETT ISD,'243901,3167,2618,0,0,3,1,0,2,2,0,2,4,2,0,5,3
BURKEVILLE ISD,'176901,272,237,,,,,,,,,,,,,,
BURLESON ISD,'126902,12467,7513,0,0,17,8,5,10,10,6,3,41,17,14,41,12
BURNET CISD,'027903,3081,2475,0,1,1,1,0,3,0,1,2,2,2,0,7,0
"BURNHAM WOOD CHARTER
SCHOOL DISTRICT",'071801,1263,498,,,,,,,,0,1,0,0,0,1,0
BURTON ISD,'239903,486,458,,,,,,,,,,,,,,
BUSHLAND ISD,'188904,1449,1385,,,,,,,,1,0,2,5,0,0,8
BYNUM ISD,'109902,190,172,,,,,,,,0,0,2,0,0,1,1
CADDO MILLS ISD,'116901,1995,1764,0,0,0,1,0,1,0,0,0,3,5,0,8,0
CALALLEN ISD,'178903,3941,2199,0,1,0,0,0,1,0,3,2,1,14,3,17,0
CALDWELL ISD,'026901,1720,1384,0,0,5,1,0,0,6,0,1,17,6,0,1,23
CALHOUN COUNTY ISD,'029901,3563,2869,0,0,1,0,0,1,0,2,1,16,19,2,36,0
CALLISBURG ISD,'049905,1116,972,,,,,,,,0,2,2,0,0,2,2
CALVERT ISD,'198902,142,131,,,,,,,,0,0,0,1,0,1,0
"CALVIN NELMS CHARTER
SCHOOLS",'101837,303,29,,,,,,,,,,,,,,
CAMERON ISD,'166901,1620,1461,,,,,,,,1,2,6,5,0,13,1
CAMPBELL ISD,'116910,294,251,,,,,,,,0,0,2,1,0,3,0
CANADIAN ISD,'106901,879,808,0,1,1,1,0,0,3,4,3,7,5,0,2,17
CANTON ISD,'234902,2185,1969,,,,,,,,3,1,2,0,0,0,6
CANUTILLO ISD,'071907,6007,973,,,,,,,,0,1,3,3,0,7,0
CANYON ISD,'191901,10323,9380,1,3,10,8,0,0,22,6,11,43,36,0,8,88
CARLISLE ISD,'201913,625,560,,,,,,,,0,0,5,3,0,3,5
CARRIZO SPRINGS CISD,'064903,2065,20,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CARROLL ISD,'220919,8297,4343,,,,,,,,0,1,8,2,0,0,11
"CARROLLTON-FARMERS
BRANCH ISD",'057903,24701,10283,1,1,2,10,0,0,14,10,6,12,22,0,4,46
CARTHAGE ISD,'183902,2643,2356,0,1,1,1,0,0,3,0,1,22,12,3,5,27
CASTLEBERRY ISD,'220917,3633,1914,0,0,2,0,1,1,0,1,1,19,4,4,20,1
CAYUGA ISD,'001902,544,415,,,,,,,,3,0,9,3,0,11,4
CEDAR HILL ISD,'057904,7290,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"CEDARS INTERNATIONAL
ACADEMY",'227817,495,0,,,,,,,,,,,,,,
CELESTE ISD,'116902,494,453,,,,,,,,,,,,,,
CELINA ISD,'043903,2973,2360,0,0,2,2,0,0,4,4,12,56,24,2,55,39
CENTER ISD,'210901,2432,2232,,,,,,,,2,1,19,4,0,6,20
CENTER POINT ISD,'133901,544,498,,,,,,,,0,0,0,1,0,0,1
CENTERVILLE ISD,'145902,635,581,,,,,,,,0,0,1,1,0,2,0
CENTERVILLE ISD,'228904,134,127,,,,,,,,,,,,,,
CENTRAL HEIGHTS ISD,'174908,1135,1004,,,,,,,,1,2,1,2,0,1,5
CENTRAL ISD,'003907,1439,1203,,,,,,,,2,0,1,4,0,7,0
CHANNELVIEW ISD,'101905,9214,0,,,,,,,,*,*,*,*,*,*,*
CHANNING ISD,'103901,171,166,,,,,,,,,,,,,,
CHAPARRAL STAR ACADEMY,'227814,371,7,,,,,,,,,,,,,,
CHAPEL HILL ACADEMY,'220815,771,12,,,,,,,,*,*,*,*,*,*,*
CHAPEL HILL ISD,'212909,3393,2189,0,0,1,9,0,0,10,3,5,16,17,0,3,38
CHAPEL HILL ISD,'225906,996,804,,,,,,,,1,0,2,1,0,2,2
CHARLOTTE ISD,'007901,413,317,,,,,,,,,,,,,,
CHEROKEE ISD,'206903,131,129,,,,,,,,,,,,,,
CHESTER ISD,'229906,201,194,,,,,,,,,,,,,,
CHICO ISD,'249904,590,531,,,,,,,,0,0,2,0,0,2,0
CHILDRESS ISD,'038901,1006,937,,,,,,,,0,0,2,0,0,2,0
CHILLICOTHE ISD,'099902,205,204,,,,,,,,1,1,1,1,0,0,4
CHILTON ISD,'073901,519,477,1,0,6,5,1,6,5,2,0,10,5,1,9,7
CHINA SPRING ISD,'161920,2869,2456,1,0,0,0,0,1,0,3,2,11,1,0,17,0
CHIRENO ISD,'174901,374,310,,,,,,,,0,0,10,6,5,5,6
CHISUM ISD,'139905,NR,NR,0,0,0,4,0,4,0,1,0,2,8,0,11,0
CHRISTOVAL ISD,'226901,568,530,0,0,1,0,0,0,1,0,0,1,0,0,0,1
CISCO ISD,'067902,845,776,0,0,1,0,0,1,0,0,0,5,6,0,9,2
CITY VIEW ISD,'243906,1051,867,0,0,1,0,0,0,1,1,0,1,1,0,2,1
CITYSCAPE SCHOOLS,'057841,1208,0,,,,,,,,*,*,*,*,*,*,*
CLARENDON ISD,'065901,446,441,,,,,,,,,,,,,,
CLARKSVILLE ISD,'194904,480,292,,,,,,,,0,0,0,1,0,1,0
CLAUDE ISD,'006902,318,308,,,,,,,,,,,,,,
CLEAR CREEK ISD,'084910,40663,26658,1,1,4,2,0,4,4,10,5,23,11,3,33,13
CLEBURNE ISD,'126903,6833,5308,0,3,1,4,0,2,6,1,6,8,12,0,2,25
CLEVELAND ISD,'146901,8475,3724,,,,,,,,1,1,3,5,0,10,0
CLIFTON ISD,'018901,962,871,,,,,,,,1,2,3,0,0,3,3
CLINT ISD,'071901,10687,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CLYDE CISD,'030902,1395,1255,,,,,,,,0,0,2,0,0,0,2
COAHOMA ISD,'114902,1092,899,,,,,,,,0,1,5,7,0,11,2
COLDSPRING-OAKHURST CISD,'204901,1554,1041,0,0,0,1,0,0,1,0,0,0,1,0,0,1
COLEMAN ISD,'042901,843,776,,,,,,,,0,0,3,1,0,3,1
COLLEGE STATION ISD,'021901,13642,10161,2,1,4,2,0,0,9,12,6,22,26,0,0,66
COLLINSVILLE ISD,'091902,549,482,0,0,0,1,1,0,0,0,0,2,5,1,0,6
COLMESNEIL ISD,'229901,456,439,,,,,,,,0,0,0,1,0,1,0
COLORADO ISD,'168901,896,807,,,,,,,,,,,,,,
COLUMBIA-BRAZORIA ISD,'020907,2841,1969,0,0,1,0,0,1,0,1,1,4,0,0,6,0
COLUMBUS ISD,'045902,1510,1075,0,0,0,1,0,1,0,0,1,0,4,0,4,1
COMAL ISD,'046902,25214,15285,0,0,7,2,0,9,0,14,4,36,18,0,26,46
COMANCHE ISD,'047901,1381,1256,0,0,2,0,0,2,0,2,2,9,10,0,22,1
COMFORT ISD,'130902,1065,817,0,0,0,2,1,1,0,0,0,0,2,1,1,0
COMMERCE ISD,'116903,1456,1050,0,0,0,3,0,3,0,1,1,9,4,5,9,1
COMMUNITY ISD,'043918,2723,1675,,,,,,,,0,7,26,10,2,18,23
COMO-PICKTON CISD,'112908,722,620,,,,,,,,0,2,19,3,12,4,8
"COMPASS ACADEMY CHARTER
SCHOOL",'068802,1326,1326,,,,,,,,0,1,8,2,0,8,3
COMPASS ROSE ACADEMY,'015838,1134,190,,,,,,,,,,,,,,
COMQUEST ACADEMY,'101842,38,7,,,,,,,,,,,,,,
COMSTOCK ISD,'233903,229,163,,,,,,,,,,,,,,
CONNALLY ISD,'161921,2327,1303,,,,,,,,3,0,2,1,0,3,3
CONROE ISD,'170902,64382,43449,2,1,12,10,0,0,25,32,18,70,76,5,19,172
COOLIDGE ISD,'147901,313,285,,,,,,,,0,0,1,0,0,1,0
COOPER ISD,'060902,811,702,0,0,1,1,0,0,2,0,0,3,2,0,2,3
COPPELL ISD,'057922,12978,3683,0,0,0,2,0,2,0,0,4,17,15,0,36,0
COPPERAS COVE ISD,'050910,8006,4808,0,0,0,2,0,2,0,3,3,3,7,1,13,2
CORPUS CHRISTI ISD,'178904,34468,5029,8,2,0,2,0,12,0,11,5,17,31,1,62,1
"CORPUS CHRISTI MONTESSORI
SCHOOL",'178807,115,50,,,,,,,,,,,,,,
CORRIGAN-CAMDEN ISD,'187904,779,665,0,0,0,1,0,1,0,0,0,2,3,0,5,0
CORSICANA ISD,'175903,6049,3731,5,1,1,1,0,2,6,13,5,13,12,0,19,24
COTTON CENTER ISD,'095902,97,93,,,,,,,,,,,,,,
COTULLA ISD,'142901,1257,629,0,0,0,2,0,2,0,0,0,0,5,0,3,2
COUPLAND ISD,'246914,173,173,,,,,,,,,,,,,,
COVINGTON ISD,'109903,265,226,,,,,,,,,,,,,,
CRANDALL ISD,'129901,4843,3628,,,,,,,,2,1,3,1,0,7,0
CRANE ISD,'052901,1096,926,,,,,,,,0,1,1,2,0,2,2
CRANFILLS GAP ISD,'018908,131,120,,,,,,,,4,3,4,2,4,0,9
CRAWFORD ISD,'161901,555,520,,,,,,,,0,0,1,0,0,1,0
"CROCKETT COUNTY
CONSOLIDATED CSD",'053001,763,752,,,,,,,,0,1,2,0,0,3,0
CROCKETT ISD,'113901,1273,1075,1,0,2,1,0,1,3,1,0,3,3,0,2,5
CROSBY ISD,'101906,6188,2480,0,0,3,0,3,0,0,4,4,19,8,13,11,11
CROSBYTON CISD,'054901,324,316,,,,,,,,0,1,1,0,0,2,0
CROSS PLAINS ISD,'030901,363,355,,,,,,,,1,0,1,0,0,2,0
CROSS ROADS ISD,'107904,534,513,,,,,,,,,,,,,,
CROSSTIMBERS ACADEMY,'184801,111,97,,,,,,,,,,,,,,
CROWELL ISD,'078901,197,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CROWLEY ISD,'220912,15336,58,0,0,0,1,0,1,0,0,0,4,6,1,8,1
CRYSTAL CITY ISD,'254901,1747,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CUERO ISD,'062901,1973,1702,,,,,,,,0,1,3,2,0,5,1
"CULBERSON
COUNTY-ALLAMOORE ISD",'055901,386,265,0,1,0,1,0,2,0,0,1,0,5,0,6,0
CUMBERLAND ACADEMY,'212801,1973,1425,1,2,0,0,0,3,0,3,3,1,3,0,7,3
CUMBY ISD,'112905,423,327,,,,,,,,0,0,8,5,3,4,6
CUSHING ISD,'174902,543,474,,,,,,,,,,,,,,
CYPRESS-FAIRBANKS ISD,'101907,114442,52723,5,5,25,25,6,10,44,19,13,50,69,20,24,107
D'HANIS ISD,'163902,315,255,,,,,,,,,,,,,,
DAINGERFIELD-LONE STAR ISD,'172902,1035,858,2,0,1,2,0,3,2,2,3,11,7,7,11,5
DALHART ISD,'056901,1668,1546,,,,,,,,1,0,5,3,0,0,9
DALLAS ISD,'057905,144574,10259,,,,,,,,2,2,11,13,1,13,14
DAMON ISD,'020910,111,76,,,,,,,,,,,,,,
DANBURY ISD,'020904,740,624,,,,,,,,,,,,,,
DARROUZETT ISD,'148905,144,144,,,,,,,,,,,,,,
DAWSON ISD,'058902,154,135,,,,,,,,0,0,1,1,0,1,1
DAWSON ISD,'175904,535,439,,,,,,,,0,0,0,1,0,1,0
DAYTON ISD,'146902,5463,3089,1,0,3,5,2,7,0,3,2,16,11,12,18,2
DE LEON ISD,'047902,740,717,,,,,,,,1,0,0,0,0,0,1
DECATUR ISD,'249905,3421,3065,2,0,0,0,0,2,0,3,0,4,1,0,8,0
DEER PARK ISD,'101908,12343,8229,1,2,4,0,0,0,7,4,2,9,4,0,4,15
DEKALB ISD,'019901,770,705,,,,,,,,0,2,11,9,1,4,17
DEL VALLE ISD,'227910,10618,67,0,0,1,1,0,1,1,0,0,2,5,0,5,2
DELL CITY ISD,'115903,68,65,,,,,,,,,,,,,,
DENISON ISD,'091903,4568,3696,,,,,,,,2,1,5,7,0,0,15
DENTON ISD,'061901,30214,16055,2,4,17,11,0,8,26,13,5,30,31,0,43,36
DENVER CITY ISD,'251901,1616,1446,1,1,4,0,0,6,0,3,3,18,6,5,23,2
DESOTO ISD,'057906,8047,0,,,,,,,,*,*,*,*,*,*,*
DETROIT ISD,'194905,522,485,,,,,,,,0,0,1,0,0,1,0
DEVERS ISD,'146903,205,205,,,,,,,,0,0,0,1,0,1,0
DEVINE ISD,'163901,1943,1133,,,,,,,,1,0,2,0,0,3,0
DEW ISD,'081906,172,149,,,,,,,,,,,,,,
DEWEYVILLE ISD,'176903,538,0,,,,,,,,,,,,,,
DIBOLL ISD,'003905,1872,1478,,,,,,,,2,0,4,1,0,2,5
DICKINSON ISD,'084901,11538,6192,2,2,6,0,0,2,8,3,4,8,6,0,6,15
DILLEY ISD,'082902,888,497,,,,,,,,0,0,0,1,0,1,0
DIME BOX ISD,'144903,153,106,,,,,,,,0,1,0,0,0,1,0
DIMMITT ISD,'035901,1200,1125,0,0,0,3,0,0,3,0,2,8,4,0,2,12
DIVIDE ISD,'133905,22,22,,,,,,,,,,,,,,
DODD CITY ISD,'074904,340,324,,,,,,,,0,1,0,0,0,1,0
DONNA ISD,'108902,13789,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DOSS CONSOLIDATED CSD,'086024,17,15,,,,,,,,,,,,,,
DOUGLASS ISD,'174911,467,437,0,0,0,1,0,1,0,0,0,2,2,0,3,1
"DR M L GARZA-GONZALEZ
CHARTER SCHOOL",'178801,205,80,1,0,0,0,0,1,0,1,0,0,0,0,1,0
DRAW ACADEMY,'101856,713,0,,,,,,,,*,*,*,*,*,*,*
DRIPPING SPRINGS ISD,'105904,7246,4354,0,2,2,0,0,3,1,1,3,4,0,0,5,3
DRISCOLL ISD,'178905,292,158,,,,,,,,0,0,0,2,0,2,0
