District Enrollment 01/29/21,Approx. District On-Campus Enrollment 01/29/21,Cumulative Student Cases 08/01/21,Cumulative Staff Cases 08/01/21,% District On-Campus 01/29/21,% Students with COVID 08/01/21,Cumulative Student Cases 07/25/21,Cumulative Staff Cases 07/25/21,% Students with COVID 07/25/21,Cumulative Student Cases 07/18/21,Cumulative Staff Cases 07/18/21,% Students with COVID 07/18/21,Cumulative Student Cases 07/11/21,Cumulative Staff Cases 07/11/21,% Students with COVID 07/11/21,Cumulative Student Cases 07/04/21,Cumulative Staff Cases 07/04/21,% Students with COVID 07/04/21,Cumulative Student Cases 06/27/21,Cumulative Staff Cases 06/27/21,% Students with COVID 06/27/21,Cumulative Student Cases 06/20/21,Cumulative Staff Cases 06/20/21,% Students with COVID 06/20/21,Cumulative Student Cases 06/13/21,Cumulative Staff Cases 06/13/21,% Students with COVID 06/13/21,Cumulative Student Cases 06/06/21,Cumulative Staff Cases 06/06/21,% Students with COVID 06/06/21,Cumulative Student Cases 05/30/21,Cumulative Staff Cases 05/30/21,% Students with COVID 05/30/21,Cumulative Student Cases 05/23/21,Cumulative Staff Cases 05/23/21,% Students with COVID 05/23/21,Cumulative Student Cases 05/16/21,Cumulative Staff Cases 05/16/21,% Students with COVID 05/16/21,Cumulative Student Cases 05/09/21,Cumulative Staff Cases 05/09/21,% Students with COVID 05/09/21,Cumulative Student Cases 05/02/21,Cumulative Staff Cases 05/02/21,% Students with COVID 05/02/21,Cumulative Student Cases 04/25/21,Cumulative Staff Cases 04/25/21,% Students with COVID 04/25/21,Cumulative Student Cases 04/18/21,Cumulative Staff Cases 04/18/21,% Students with COVID 04/18/21,Cumulative Student Cases 04/11/21,Cumulative Staff Cases 04/11/21,% Students with COVID 04/11/21,Cumulative Student Cases 04/04/21,Cumulative Staff Cases 04/04/21,% Students with COVID 04/04/21,Cumulative Student Cases 03/28/21,Cumulative Staff Cases 03/28/21,% Students with COVID 03/28/21,Cumulative Student Cases 03/21/21,Cumulative Staff Cases 03/21/21,% Students with COVID 03/21/21,Cumulative Student Cases 03/14/21,Cumulative Staff Cases 03/14/21,% Students with COVID 03/14/21,Cumulative Student Cases 03/07/21,Cumulative Staff Cases 03/07/21,% Students with COVID 03/07/21,Cumulative Student Cases 02/28/21,Cumulative Staff Cases 02/28/21,% Students with COVID 02/28/21,District Enrollment 10/30/20,Approx. District On-Campus Enrollment 10/30/20,Cumulative Student Cases 02/21/21,Cumulative Staff Cases 02/21/21,% District On-Campus 10/30/20,% Students with COVID 02/21/21,Cumulative Student Cases 02/14/21,Cumulative Staff Cases 02/14/21,% Students with COVID 02/14/21,Cumulative Student Cases 02/07/21,Cumulative Staff Cases 02/07/21,% Students with COVID 02/07/21,Cumulative Student Cases 01/31/21,Cumulative Staff Cases 01/31/21,% Students with COVID 01/31/21,Cumulative Student Cases 01/24/21,Cumulative Staff Cases 01/24/21,% Students with COVID 01/24/21,Cumulative Student Cases 01/17/21,Cumulative Staff Cases 01/17/21,% Students with COVID 01/17/21,Cumulative Student Cases 01/10/21,Cumulative Staff Cases 01/10/21,% Students with COVID 01/10/21,Cumulative Student Cases 01/03/21,Cumulative Staff Cases 01/03/21,% Students with COVID 01/03/21,Cumulative Student Cases 12/27/20,Cumulative Staff Cases 12/27/20,% Students with COVID 12/27/20,Cumulative Student Cases 12/20/20,Cumulative Staff Cases 12/20/20,% Students with COVID 12/20/20,Cumulative Student Cases 12/13/20,Cumulative Staff Cases 12/13/20,% Students with COVID 12/13/20,Cumulative Student Cases 12/06/20,Cumulative Staff Cases 12/06/20,% Students with COVID 12/06/20,Cumulative Student Cases 11/29/20,Cumulative Staff Cases 11/29/20,% Students with COVID 11/29/20,Cumulative Student Cases 11/22/20,Cumulative Staff Cases 11/22/20,% Students with COVID 11/22/20,Cumulative Staff Cases 11/15/20,Cumulative Student Cases 11/15/20,% Students with COVID 11/15/20,District Enrollment 09/28/20,Approx. District On-Campus Enrollment 09/28/20,Cumulative Staff Cases 11/08/20,% District On-Campus 09/28/20,Cumulative Student Cases 11/08/20,% Students with COVID 11/08/20,Cumulative Staff Cases 11/01/20,Cumulative Student Cases 11/01/20,% Students with COVID 11/01/20,Cumulative Staff Cases 10/25/20,Cumulative Student Cases 10/25/20,% Students with COVID 10/25/20,Cumulative Staff Cases 10/18/20,Cumulative Student Cases 10/18/20,% Students with COVID 10/18/20,Cumulative Staff Cases 10/11/20,Cumulative Student Cases 10/11/20,% Students with COVID 10/11/20,District Enrollment First Week,Approx. District On-Campus Enrollment First Week,Cumulative Staff Cases 10/04/20,% District On-Campus First Week,Cumulative Student Cases 10/04/20,% Students with COVID 10/04/20,Cumulative Staff Cases 09/27/20,Cumulative Student Cases 09/27/20,% Students with COVID 09/27/20,District #
838.0,798.0,3.0,20.0,0.9522673031026253,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,3.0,20.0,0.003579952267303103,846.0,810.0,3.0,20.0,0.9574468085106383,0.0035460992907801418,3.0,20.0,0.0035460992907801418,3.0,20.0,0.0035460992907801418,3.0,19.0,0.0035460992907801418,3.0,18.0,0.0035460992907801418,3.0,15.0,0.0035460992907801418,3.0,15.0,0.0035460992907801418,3.0,12.0,0.0035460992907801418,3.0,12.0,0.0035460992907801418,3.0,12.0,0.0035460992907801418,3.0,12.0,0.0035460992907801418,3.0,11.0,0.0035460992907801418,3.0,9.0,0.0035460992907801418,3.0,9.0,0.0035460992907801418,9.0,15.0,0.01773049645390071,870.0,764.0,8.0,0.8781609195402299,14.0,0.016091954022988506,6.0,13.0,0.014942528735632184,6.0,9.0,0.010344827586206896,5.0,7.0,0.008045977011494253,3.0,5.0,0.005747126436781609,854.0,735.0,0.0,0.860655737704918,2.0,0.00234192037470726,0.0,2.0,0.00234192037470726,019902
482.0,427.0,25.0,14.0,0.8858921161825726,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,25.0,14.0,0.05186721991701245,24.0,14.0,0.04979253112033195,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,23.0,13.0,0.04771784232365145,468.0,429.0,23.0,13.0,0.9166666666666666,0.049145299145299144,23.0,13.0,0.049145299145299144,23.0,13.0,0.049145299145299144,23.0,13.0,0.049145299145299144,23.0,13.0,0.049145299145299144,23.0,13.0,0.049145299145299144,21.0,12.0,0.04487179487179487,20.0,12.0,0.042735042735042736,20.0,12.0,0.042735042735042736,19.0,11.0,0.0405982905982906,19.0,11.0,0.0405982905982906,17.0,9.0,0.03632478632478633,12.0,7.0,0.02564102564102564,12.0,7.0,0.02564102564102564,7.0,12.0,0.02564102564102564,473.0,408.0,6.0,0.8625792811839323,11.0,0.023255813953488372,6.0,7.0,0.014799154334038054,5.0,7.0,0.014799154334038054,3.0,5.0,0.010570824524312896,3.0,5.0,0.010570824524312896,471.0,447.0,3.0,0.9490445859872612,5.0,0.010615711252653927,3.0,5.0,0.010615711252653927,019903
1181.0,1017.0,51.0,36.0,0.8611346316680779,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,51.0,36.0,0.04318374259102455,1173.0,1070.0,51.0,36.0,0.9121909633418585,0.043478260869565216,51.0,36.0,0.043478260869565216,51.0,36.0,0.043478260869565216,42.0,33.0,0.03580562659846547,3.0,31.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,19.0,0.0025575447570332483,3.0,16.0,0.0025575447570332483,3.0,13.0,0.0025575447570332483,3.0,12.0,0.0025575447570332483,12.0,17.0,0.014492753623188406,1188.0,948.0,10.0,0.797979797979798,17.0,0.01430976430976431,10.0,17.0,0.01430976430976431,7.0,16.0,0.013468013468013467,7.0,16.0,0.013468013468013467,7.0,15.0,0.012626262626262626,1165.0,902.0,7.0,0.7742489270386266,15.0,0.012875536480686695,5.0,15.0,0.012875536480686695,019905
1096.0,1076.0,31.0,22.0,0.9817518248175182,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,31.0,22.0,0.028284671532846715,1174.0,1106.0,31.0,21.0,0.9420783645655877,0.026405451448040886,31.0,21.0,0.026405451448040886,26.0,17.0,0.022146507666098807,26.0,17.0,0.022146507666098807,26.0,17.0,0.022146507666098807,26.0,17.0,0.022146507666098807,26.0,17.0,0.022146507666098807,23.0,13.0,0.019591141396933562,23.0,13.0,0.019591141396933562,23.0,13.0,0.019591141396933562,23.0,13.0,0.019591141396933562,23.0,13.0,0.019591141396933562,18.0,10.0,0.015332197614991482,18.0,10.0,0.015332197614991482,10.0,18.0,0.015332197614991482,,,7.0,,9.0,,7.0,9.0,,3.0,5.0,,2.0,4.0,,1.0,3.0,,1119.0,1042.0,1.0,0.9311885612153709,3.0,0.002680965147453083,1.0,3.0,0.002680965147453083,019906
7596.0,5750.0,269.0,221.0,0.7569773565034229,0.03541337546076882,265.0,221.0,0.03488678251711427,264.0,218.0,0.03475513428120063,264.0,218.0,0.03475513428120063,264.0,218.0,0.03475513428120063,264.0,218.0,0.03475513428120063,263.0,218.0,0.03462348604528699,262.0,216.0,0.03449183780937336,262.0,216.0,0.03449183780937336,262.0,216.0,0.03449183780937336,262.0,216.0,0.03449183780937336,259.0,216.0,0.034096893101632435,253.0,216.0,0.0333070036861506,253.0,216.0,0.0333070036861506,252.0,216.0,0.03317535545023697,252.0,214.0,0.03317535545023697,252.0,214.0,0.03317535545023697,251.0,214.0,0.03304370721432333,251.0,213.0,0.03304370721432333,248.0,213.0,0.03264876250658241,248.0,213.0,0.03264876250658241,246.0,211.0,0.03238546603475513,244.0,209.0,0.032122169562927856,7663.0,5368.0,240.0,208.0,0.7005089390578103,0.03131932663447736,240.0,206.0,0.03131932663447736,235.0,205.0,0.030666840662925746,219.0,194.0,0.02857888555396059,200.0,179.0,0.026099438862064464,185.0,170.0,0.02414198094740963,168.0,160.0,0.02192352864413415,155.0,139.0,0.02022706511809996,154.0,135.0,0.020096567923789638,154.0,129.0,0.020096567923789638,141.0,122.0,0.018400104397755447,136.0,115.0,0.017747618426203836,126.0,110.0,0.016442646483100613,121.0,103.0,0.015790160511549002,100.0,114.0,0.014876680151376746,7570.0,5046.0,95.0,0.6665785997357992,102.0,0.013474240422721268,81.0,84.0,0.011096433289299868,63.0,61.0,0.008058124174372523,52.0,50.0,0.0066050198150594455,42.0,47.0,0.006208718626155878,6714.0,3878.0,38.0,0.5775990467679476,43.0,0.006404527852249032,32.0,38.0,0.005659815311289842,019907
2263.0,1870.0,3.0,75.0,0.8263367211665931,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,75.0,0.0013256738842244808,3.0,74.0,0.0013256738842244808,2284.0,1665.0,3.0,72.0,0.728984238178634,0.0013134851138353765,3.0,72.0,0.0013134851138353765,3.0,72.0,0.0013134851138353765,3.0,63.0,0.0013134851138353765,3.0,63.0,0.0013134851138353765,3.0,58.0,0.0013134851138353765,3.0,58.0,0.0013134851138353765,49.0,51.0,0.021453590192644482,49.0,51.0,0.021453590192644482,46.0,47.0,0.020140105078809107,40.0,47.0,0.017513134851138354,35.0,43.0,0.01532399299474606,35.0,40.0,0.01532399299474606,33.0,38.0,0.014448336252189142,38.0,30.0,0.013134851138353765,2310.0,1710.0,33.0,0.7402597402597403,29.0,0.012554112554112554,28.0,19.0,0.008225108225108226,28.0,19.0,0.008225108225108226,24.0,18.0,0.007792207792207792,10.0,5.0,0.0021645021645021645,2309.0,1486.0,10.0,0.6435686444348203,5.0,0.0021654395842356,3.0,5.0,0.0021654395842356,019908
491.0,456.0,3.0,9.0,0.9287169042769857,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,3.0,9.0,0.006109979633401222,483.0,472.0,3.0,9.0,0.9772256728778468,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,9.0,0.006211180124223602,3.0,7.0,0.006211180124223602,4.0,3.0,0.006211180124223602,487.0,464.0,4.0,0.9527720739219713,3.0,0.006160164271047228,4.0,3.0,0.006160164271047228,4.0,3.0,0.006160164271047228,4.0,3.0,0.006160164271047228,4.0,3.0,0.006160164271047228,157.0,130.0,3.0,0.8280254777070064,1.0,0.006369426751592357,2.0,1.0,0.006369426751592357,019909
217.0,216.0,5.0,0.0,0.9953917050691244,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,5.0,0.0,0.02304147465437788,219.0,218.0,5.0,0.0,0.9954337899543378,0.0228310502283105,5.0,0.0,0.0228310502283105,5.0,0.0,0.0228310502283105,5.0,0.0,0.0228310502283105,5.0,0.0,0.0228310502283105,5.0,0.0,0.0228310502283105,5.0,0.0,0.0228310502283105,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,3.0,0.0,0.0136986301369863,0.0,3.0,0.0136986301369863,219.0,217.0,0.0,0.9908675799086758,3.0,0.0136986301369863,0.0,3.0,0.0136986301369863,0.0,3.0,0.0136986301369863,0.0,2.0,0.0091324200913242,0.0,1.0,0.0045662100456621,219.0,217.0,0.0,0.9908675799086758,1.0,0.0045662100456621,0.0,1.0,0.0045662100456621,019910
505.0,497.0,34.0,18.0,0.9841584158415841,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,34.0,18.0,0.06732673267326733,33.0,18.0,0.06534653465346535,33.0,18.0,0.06534653465346535,33.0,18.0,0.06534653465346535,32.0,18.0,0.06336633663366337,32.0,18.0,0.06336633663366337,37.0,20.0,0.07326732673267326,37.0,20.0,0.07326732673267326,37.0,20.0,0.07326732673267326,37.0,20.0,0.07326732673267326,517.0,393.0,37.0,20.0,0.7601547388781431,0.07156673114119923,37.0,20.0,0.07156673114119923,37.0,19.0,0.07156673114119923,36.0,19.0,0.06963249516441006,35.0,17.0,0.06769825918762089,33.0,17.0,0.06382978723404255,33.0,16.0,0.06382978723404255,30.0,14.0,0.058027079303675046,30.0,14.0,0.058027079303675046,30.0,12.0,0.058027079303675046,29.0,10.0,0.05609284332688588,27.0,9.0,0.05222437137330754,24.0,9.0,0.04642166344294004,21.0,8.0,0.04061895551257253,7.0,21.0,0.04061895551257253,517.0,483.0,7.0,0.9342359767891683,20.0,0.03868471953578337,6.0,15.0,0.029013539651837523,2.0,7.0,0.013539651837524178,2.0,4.0,0.007736943907156673,2.0,4.0,0.007736943907156673,505.0,448.0,1.0,0.8871287128712871,2.0,0.0039603960396039604,1.0,2.0,0.0039603960396039604,019911
2224.0,1990.0,109.0,34.0,0.8947841726618705,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,109.0,34.0,0.049010791366906475,108.0,32.0,0.048561151079136694,106.0,32.0,0.047661870503597124,105.0,32.0,0.047212230215827336,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,3.0,32.0,0.0013489208633093526,2230.0,1928.0,3.0,32.0,0.8645739910313901,0.0013452914798206279,3.0,32.0,0.0013452914798206279,3.0,32.0,0.0013452914798206279,3.0,32.0,0.0013452914798206279,3.0,31.0,0.0013452914798206279,3.0,27.0,0.0013452914798206279,3.0,27.0,0.0013452914798206279,78.0,26.0,0.03497757847533632,78.0,26.0,0.03497757847533632,69.0,25.0,0.03094170403587444,69.0,25.0,0.03094170403587444,64.0,22.0,0.028699551569506727,61.0,19.0,0.027354260089686097,49.0,17.0,0.02197309417040359,17.0,49.0,0.02197309417040359,2246.0,1945.0,17.0,0.8659839715048976,41.0,0.0182546749777382,16.0,39.0,0.017364203027604632,16.0,38.0,0.016918967052537846,13.0,28.0,0.012466607301869992,5.0,21.0,0.009349955476402494,2194.0,1783.0,4.0,0.8126709206927986,14.0,0.006381039197812215,4.0,13.0,0.005925250683682771,019912
73.0,64.0,3.0,2.0,0.8767123287671232,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,3.0,2.0,0.0410958904109589,77.0,76.0,3.0,2.0,0.987012987012987,0.03896103896103896,3.0,2.0,0.03896103896103896,3.0,2.0,0.03896103896103896,3.0,2.0,0.03896103896103896,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,78.0,74.0,,0.9487179487179487,,,,,,,,,,,,,,,77.0,71.0,,0.922077922077922,,,,,,019913
109.0,102.0,0.0,0.0,0.9357798165137615,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,92.0,,,0.9019607843137255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,85.0,,0.7870370370370371,,,,,,,,,,,,,,,108.0,87.0,,0.8055555555555556,,,,,,019914
26835.0,19222.0,892.0,286.0,0.7163033351965716,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,892.0,286.0,0.033240171417924354,890.0,286.0,0.03316564188559717,884.0,286.0,0.032942053288615616,876.0,284.0,0.03264393515930687,848.0,281.0,0.03160052170672629,827.0,276.0,0.03081796161729085,819.0,274.0,0.030519843487982114,801.0,272.0,0.02984907769703745,778.0,269.0,0.028991988075274828,768.0,268.0,0.028619340413638904,739.0,263.0,0.027538662194894727,738.0,260.0,0.027501397428731134,726.0,259.0,0.02705422023476803,705.0,253.0,0.02627166014533259,26997.0,17048.0,680.0,248.0,0.6314775715820277,0.025187983850057414,676.0,242.0,0.025039819239174723,620.0,227.0,0.022965514686817054,560.0,204.0,0.020743045523576694,467.0,185.0,0.017298218320554136,372.0,169.0,0.013779308812090232,327.0,157.0,0.012112456939659962,250.0,121.0,0.009260288180168167,250.0,120.0,0.009260288180168167,247.0,111.0,0.009149164722006149,217.0,98.0,0.008037930140385969,173.0,79.0,0.006408119420676372,119.0,58.0,0.004407897173760047,113.0,53.0,0.004185650257436012,44.0,98.0,0.0036300329666259213,26817.0,14563.0,36.0,0.5430510497072752,81.0,0.0030204720886005147,26.0,71.0,0.002647574299884402,24.0,63.0,0.0023492560689115116,20.0,49.0,0.0018271991647089533,12.0,37.0,0.0013797218182496178,26475.0,4288.0,10.0,0.16196411709159583,14.0,0.0005288007554296506,5.0,8.0,0.00030217186024551464,020901
6780.0,5612.0,120.0,52.0,0.8277286135693215,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,120.0,52.0,0.017699115044247787,115.0,51.0,0.01696165191740413,115.0,51.0,0.01696165191740413,115.0,51.0,0.01696165191740413,115.0,51.0,0.01696165191740413,6853.0,5167.0,110.0,49.0,0.7539763607179337,0.016051364365971106,110.0,49.0,0.016051364365971106,90.0,43.0,0.013132934481249088,90.0,43.0,0.013132934481249088,76.0,39.0,0.011090033561943675,65.0,33.0,0.009484897125346564,65.0,33.0,0.009484897125346564,56.0,30.0,0.008171603677221655,56.0,30.0,0.008171603677221655,56.0,30.0,0.008171603677221655,56.0,30.0,0.008171603677221655,48.0,26.0,0.007004231723332847,42.0,25.0,0.006128702757916241,42.0,25.0,0.006128702757916241,25.0,42.0,0.006128702757916241,6811.0,3554.0,21.0,0.5218029657906328,25.0,0.003670532961385993,21.0,25.0,0.003670532961385993,18.0,22.0,0.0032300690060196743,18.0,20.0,0.0029364263691087945,16.0,18.0,0.0026427837321979153,6857.0,480.0,16.0,0.07000145836371591,18.0,0.002625054688639347,14.0,17.0,0.002479218317048272,020902
