EANES ISD,'227909,7941,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EARLY ISD,'025909,1165,1049,0,0,1,0,0,0,1,1,0,4,1,0,2,4
EAST BERNARD ISD,'241902,914,841,,,,,,,,,,,,,,
EAST CENTRAL ISD,'015911,51,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EAST CHAMBERS ISD,'036903,1060,783,1,0,2,4,0,0,7,3,3,7,13,7,7,12
"EAST FORT WORTH
MONTESSORI ACADEMY",'220811,229,0,,,,,,,,,,,,,,
"EAST TEXAS CHARTER
SCHOOLS",'092801,125,0,,,,,,,,,,,,,,
EASTLAND ISD,'067903,1077,978,,,,,,,,0,0,5,3,2,0,6
ECTOR COUNTY ISD,'068901,30730,6540,3,5,5,8,1,14,6,17,14,30,56,11,97,9
ECTOR ISD,'074905,259,238,,,,,,,,,,,,,,
EDCOUCH-ELSA ISD,'108903,4485,0,,,,,,,,,,,,,,
EDEN CISD,'048901,235,165,0,0,0,2,0,0,2,0,0,0,3,0,1,2
EDGEWOOD ISD,'015905,8121,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EDGEWOOD ISD,'234903,953,792,0,0,0,1,0,1,0,0,0,0,11,0,8,3
EDINBURG CISD,'108904,32488,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EDNA ISD,'120901,1478,1093,,,,,,,,1,0,1,0,0,2,0
"EDUCATION CENTER
INTERNATIONAL ACADEMY",'057833,522,294,,,,,,,,,,,,,,
EHRHART SCHOOL,'123805,468,290,1,0,0,0,0,0,1,1,0,0,0,0,0,1
EL CAMPO ISD,'241903,3495,2452,0,2,3,3,0,6,2,3,7,11,6,0,11,16
EL PASO ACADEMY,'071804,272,0,,,,,,,,*,*,*,*,*,*,*
EL PASO ISD,'071902,49807,1543,2,2,11,9,1,17,6,3,7,32,32,2,49,23
"EL PASO LEADERSHIP
ACADEMY",'071810,214,11,,,,,,,,,,,,,,
"ELEANOR KOLITZ HEBREW
LANGUAGE ACADEMY",'015836,464,0,,,,,,,,,,,,,,
ELECTRA ISD,'243902,441,374,,,,,,,,2,0,0,1,0,1,2
"ELEVATE COLLEGIATE
CHARTER SCHOOL",'101877,NR,NR,,,,,,,,,,,,,,
ELGIN ISD,'011902,4550,0,,,,,,,,*,*,*,*,*,*,*
ELKHART ISD,'001903,340,289,,,,,,,,0,0,2,9,0,1,10
ELYSIAN FIELDS ISD,'102906,812,729,,,,,,,,0,0,1,1,0,1,1
ENNIS ISD,'070903,5722,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ERA ISD,'049906,474,436,,,,,,,,,,,,,,
ERATH EXCELS ACADEMY INC,'072802,46,0,,,,,,,,,,,,,,
"ETOILE ACADEMY CHARTER
SCHOOL",'101872,200,18,,,,,,,,,,,,,,
ETOILE ISD,'174910,90,0,,,,,,,,,,,,,,
EULA ISD,'030906,450,415,,,,,,,,,,,,,,
EUSTACE ISD,'107905,416,312,0,2,2,3,0,0,7,2,4,7,5,0,1,17
EVADALE ISD,'121906,NR,NR,0,0,5,5,0,0,10,0,0,7,6,0,2,11
EVANT ISD,'050901,238,195,0,0,1,0,0,0,1,0,0,1,1,0,0,2
EVERMAN ISD,'220904,5502,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"EVOLUTION ACADEMY
CHARTER SCHOOL",'057834,487,0,,,,,,,,,,,,,,
EXCEL ACADEMY,'101811,228,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"EXCELLENCE IN LEADERSHIP
ACADEMY",'108809,303,0,,,,,,,,,,,,,,
EXCELSIOR ISD,'210906,73,62,,,,,,,,,,,,,,
EZZELL ISD,'143906,77,75,,,,,,,,,,,,,,
FABENS ISD,'071903,2013,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FAIRFIELD ISD,'081902,1698,1358,0,0,4,2,1,1,4,1,0,7,4,1,3,8
FALLS CITY ISD,'128904,407,360,,,,,,,,1,0,0,1,0,2,0
FANNINDEL ISD,'060914,150,132,,,,,,,,,,,,,,
FARMERSVILLE ISD,'043904,1852,1458,,,,,,,,0,3,4,1,0,8,0
FARWELL ISD,'185902,520,504,,,,,,,,0,0,0,1,0,1,0
FAYETTEVILLE ISD,'075906,256,230,,,,,,,,,,,,,,
FERRIS ISD,'070905,2473,347,0,0,2,2,0,1,3,0,3,10,11,0,4,20
FLATONIA ISD,'075901,589,527,,,,,,,,0,0,1,0,0,1,0
FLORENCE ISD,'246902,1074,733,,,,,,,,1,0,0,0,0,1,0
FLORESVILLE ISD,'247901,3939,2283,,,,,,,,1,0,0,4,0,2,3
FLOUR BLUFF ISD,'178914,5502,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FLOYDADA ISD,'077901,690,595,,,,,,,,,,,,,,
FOLLETT ISD,'148902,171,171,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FORESTBURG ISD,'169910,167,159,,,,,,,,0,1,0,0,0,0,1
FORNEY ISD,'129902,12290,6698,1,0,2,2,0,5,0,4,3,6,7,0,20,0
FORSAN ISD,'114904,363,334,,,,,,,,0,0,4,1,0,5,0
FORT BEND ISD,'079907,76586,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FORT ELLIOTT CISD,'242906,147,143,,,,,,,,,,,,,,
FORT STOCKTON ISD,'186902,2016,687,0,1,2,3,0,6,0,1,1,5,8,1,14,0
"FORT WORTH ACADEMY OF
FINE ARTS",'220809,652,0,,,,,,,,,,,,,,
FORT WORTH ISD,'220905,75263,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FRANKLIN ISD,'198903,1252,1102,,,,,,,,0,0,14,3,0,17,0
FRANKSTON ISD,'001904,752,648,,,,,,,,1,0,0,0,0,1,0
FREDERICKSBURG ISD,'086901,1024,901,0,0,9,1,0,0,10,4,9,17,1,2,7,22
FREER ISD,'066903,731,57,,,,,,,,0,0,0,1,0,0,1
FRENSHIP ISD,'152907,10252,8627,1,5,3,11,0,0,20,11,14,27,31,2,31,50
FRIENDSWOOD ISD,'084911,4516,3351,,,,,,,,1,2,1,1,0,2,3
FRIONA ISD,'185903,1029,946,0,1,0,1,0,0,2,1,4,5,6,1,2,13
FRISCO ISD,'043905,62823,557,2,3,9,4,0,0,18,13,6,61,31,0,0,111
FROST ISD,'175905,421,316,,,,,,,,0,0,0,2,0,1,1
FRUITVALE ISD,'234909,412,373,,,,,,,,0,0,1,0,1,0,0
FT DAVIS ISD,'122901,201,169,,,,,,,,,,,,,,
FT HANCOCK ISD,'115901,408,0,,,,,,,,*,*,*,*,*,*,*
FT SAM HOUSTON ISD,'015914,1463,0,,,,,,,,*,*,*,*,*,*,*
GAINESVILLE ISD,'049901,2849,1994,0,1,0,0,0,1,0,6,6,14,15,0,14,27
GALENA PARK ISD,'101910,21597,166,1,0,1,5,0,7,0,1,0,1,17,0,19,0
GALVESTON ISD,'084902,4431,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GANADO ISD,'120902,667,551,,,,,,,,,,,,,,
GARLAND ISD,'057909,55135,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GARNER ISD,'184911,222,191,0,0,1,0,0,1,0,0,0,1,0,0,1,0
GARRISON ISD,'174903,677,531,,,,,,,,0,0,6,2,0,1,7
GARY ISD,'183904,479,455,,,,,,,,0,0,1,0,0,1,0
GATESVILLE ISD,'050902,2766,2117,0,0,0,4,0,0,4,2,1,3,5,0,6,5
GATEWAY CHARTER ACADEMY,'057831,NR,NR,,,,,,,,,,,,,,
GAUSE ISD,'166902,167,105,,,,,,,,0,0,1,0,0,1,0
GEORGE GERVIN ACADEMY,'015802,843,8,,,,,,,,*,*,*,*,*,*,*
GEORGE I SANCHEZ CHARTER,'101804,NR,NR,,,,,,,,,,,,,,
GEORGE WEST ISD,'149901,1014,702,,,,,,,,0,0,3,0,0,0,3
GEORGETOWN ISD,'246904,11678,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GHOLSON ISD,'161925,216,162,,,,,,,,1,0,2,1,0,3,1
GIDDINGS ISD,'144901,1862,1285,0,2,0,0,0,0,2,4,2,5,2,0,0,13
GILMER ISD,'230902,2551,2148,2,0,1,0,0,2,1,5,1,30,11,14,8,25
GLADEWATER ISD,'092901,1626,1281,,,,,,,,0,2,0,6,2,3,3
GLASSCOCK COUNTY ISD,'087901,303,285,,,,,,,,0,0,2,2,0,3,1
GLEN ROSE ISD,'213901,1925,1719,,,,,,,,2,2,0,3,0,7,0
GODLEY ISD,'126911,2323,1817,,,,,,,,1,0,2,3,0,3,3
GOLD BURG ISD,'169906,139,131,,,,,,,,,,,,,,
"GOLDEN RULE CHARTER
SCHOOL",'057835,1445,73,,,,,,,,,,,,,,
GOLDTHWAITE ISD,'167901,526,511,,,,,,,,2,0,2,1,2,3,0
GOLIAD ISD,'088902,1251,913,,,,,,,,,,,,,,
GONZALES ISD,'089901,855,556,,,,,,,,,,,,,,
GOODRICH ISD,'187903,245,127,,,,,,,,0,0,0,1,0,1,0
"GOODWATER MONTESSORI
SCHOOL",'246802,350,0,,,,,,,,,,,,,,
GOOSE CREEK CISD,'101911,23259,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GORDON ISD,'182901,211,190,,,,,,,,,,,,,,
GORMAN ISD,'067904,NR,NR,,,,,,,,,,,,,,
GRADY ISD,'156905,231,224,,,,,,,,,,,,,,
GRAFORD ISD,'182902,325,293,,,,,,,,0,0,0,1,0,1,0
GRAHAM ISD,'252901,2276,2025,2,0,6,2,0,0,10,2,0,44,8,0,1,53
GRANBURY ISD,'111901,9298,7349,2,1,3,1,0,3,4,2,5,23,7,0,11,26
GRAND PRAIRIE ISD,'057910,27936,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GRAND SALINE ISD,'234904,1110,931,,,,,,,,0,2,7,9,1,7,10
GRANDFALLS-ROYALTY ISD,'238904,170,163,,,,,,,,,,,,,,
GRANDVIEW ISD,'126904,1341,1189,,,,,,,,0,0,10,2,0,0,12
GRANDVIEW-HOPKINS ISD,'090905,38,38,,,,,,,,,,,,,,
GRANGER ISD,'246905,445,320,0,0,0,1,1,0,0,0,0,0,2,1,0,1
GRAPE CREEK ISD,'226907,1075,757,1,0,0,0,0,0,1,1,0,0,0,0,0,1
GRAPELAND ISD,'113902,589,530,0,0,0,1,0,1,0,2,0,1,2,0,3,2
GRAPEVINE-COLLEYVILLE ISD,'220906,13811,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
GREAT HEARTS TEXAS,'015835,967,0,,,,,,,,*,*,*,*,*,*,*
GREENVILLE ISD,'116905,5141,2991,0,0,1,7,2,2,4,4,0,2,25,11,3,17
GREENWOOD ISD,'165902,2672,2317,0,1,1,0,0,2,0,0,1,5,5,0,9,2
GREGORY-PORTLAND ISD,'205902,4570,0,,,,,,,,*,*,*,*,*,*,*
GROESBECK ISD,'147902,1495,1121,,,,,,,,3,2,3,3,0,11,0
GROOM ISD,'033901,140,139,,,,,,,,,,,,,,
GROVETON ISD,'228901,765,696,,,,,,,,,,,,,,
GRUVER ISD,'098901,442,432,,,,,,,,0,0,0,1,0,1,0
GUNTER ISD,'091917,999,861,3,0,3,3,0,0,9,3,4,14,5,0,5,21
GUSTINE ISD,'047903,148,135,,,,,,,,0,1,0,1,0,1,1
GUTHRIE CSD,'135001,114,114,,,,,,,,,,,,,,
HALE CENTER ISD,'095903,604,506,,,,,,,,0,0,2,0,0,2,0
HALLETTSVILLE ISD,'143901,1124,1049,1,0,0,0,0,0,1,2,0,1,3,0,1,5
HALLSBURG ISD,'161924,167,147,,,,,,,,0,0,0,1,0,1,0
HALLSVILLE ISD,'102904,12559,3981,0,0,0,1,0,0,1,1,1,12,11,0,2,23
HAMILTON ISD,'097902,806,645,0,0,1,0,0,0,1,1,1,2,1,0,4,1
HAMLIN COLLEGIATE ISD,'127903,425,415,0,0,0,1,0,1,0,0,0,0,1,0,1,0
HAMSHIRE-FANNETT ISD,'123914,NR,NR,0,0,1,2,0,1,2,1,0,14,8,4,5,14
HAPPY ISD,'219901,272,268,,,,,,,,,,,,,,
HARDIN ISD,'146904,1288,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HARDIN-JEFFERSON ISD,'100905,2472,1937,0,0,1,0,0,0,1,0,0,17,2,5,9,5
HARLANDALE ISD,'015904,12943,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HARLETON ISD,'102905,717,654,0,0,1,0,0,1,0,1,0,3,0,0,3,1
HARLINGEN CISD,'031903,17886,0,,,,,,,,*,*,*,*,*,*,*
HARMONY ISD,'230905,1046,919,0,0,0,1,0,1,0,1,0,0,1,0,2,0
"HARMONY SCHOOL OF
EXCELLENCE",'101858,6087,0,,,,,,,,*,*,*,*,*,*,*
"HARMONY SCHOOL OF
SCIENCE - HOUSTON",'101862,4023,0,,,,,,,,,,,,,,
"HARMONY SCIENCE ACAD (EL
PASO)",'071806,4125,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4410,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"HARMONY SCIENCE ACAD
(WACO)",'161807,10173,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HARMONY SCIENCE ACADEMY,'101846,3663,0,,,,,,,,*,*,*,*,*,*,*
"HARMONY SCIENCE ACADEMY
(AUSTIN)",'227816,4545,0,,,,,,,,*,*,*,*,*,*,*
HARPER ISD,'086902,568,525,,,,,,,,0,0,0,1,0,0,1
HARRIS COUNTY DEPT OF ED,'101000,497,0,,,,,,,,,,,,,,
HARROLD ISD,'244901,104,1,,,,,,,,,,,,,,
HART ISD,'035902,205,144,,,,,,,,1,0,0,1,0,2,0
HARTLEY ISD,'103902,232,223,,,,,,,,,,,,,,
HARTS BLUFF ISD,'225907,695,561,,,,,,,,,,,,,,
HASKELL CISD,'104901,539,516,,,,,,,,,,,,,,
HAWKINS ISD,'250902,683,579,0,0,0,1,0,1,0,0,0,0,1,0,1,0
HAWLEY ISD,'127904,755,54,0,0,2,2,0,2,2,0,0,3,2,0,2,3
HAYS CISD,'105906,20302,1839,0,0,2,0,0,0,2,0,1,4,5,0,7,3
HEARNE ISD,'198905,701,0,,,,,,,,,,,,,,
HEDLEY ISD,'065902,123,122,,,,,,,,0,0,1,1,0,0,2
HEMPHILL ISD,'202903,847,658,,,,,,,,0,1,0,0,0,0,1
HEMPSTEAD ISD,'237902,367,169,0,0,1,0,0,0,1,0,0,10,13,2,12,9
HENDERSON ISD,'201902,3267,2666,1,4,4,1,4,0,6,6,4,71,30,8,16,87
HENRIETTA ISD,'039902,922,855,0,1,5,1,0,0,7,0,1,7,2,0,0,10
"HENRY FORD ACADEMY
ALAMEDA SCHOOL FOR ART +
DESIGN",'015833,98,0,,,,,,,,,,,,,,
HEREFORD ISD,'059901,3796,3012,1,0,0,1,0,2,0,6,2,14,11,0,33,0
HERITAGE ACADEMY,'015815,610,0,,,,,,,,,,,,,,
HERMLEIGH ISD,'208901,257,234,,,,,,,,0,0,0,2,0,0,2
HICO ISD,'097903,567,459,0,0,1,0,0,1,0,0,0,2,0,0,2,0
HIDALGO ISD,'108905,2806,0,,,,,,,,,,,,,,
HIGH ISLAND ISD,'084903,157,138,,,,,,,,,,,,,,
HIGH POINT ACADEMY,'220819,1624,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HIGHLAND ISD,'177905,223,214,,,,,,,,,,,,,,
HIGHLAND PARK ISD,'057911,6652,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HIGHLAND PARK ISD,'188903,416,349,,,,,,,,0,0,5,1,0,4,2
HILLSBORO ISD,'109904,380,289,,,,,,,,6,3,2,7,1,14,3
HITCHCOCK ISD,'084908,1563,0,,,,,,,,,,,,,,
HOLLAND ISD,'014905,637,583,,,,,,,,,,,,,,
HOLLIDAY ISD,'005902,1068,1028,0,0,0,1,0,1,0,0,0,1,2,0,3,0
HONDO ISD,'163904,584,350,,,,,,,,0,0,1,0,0,1,0
HONEY GROVE ISD,'074907,613,536,,,,,,,,0,0,2,0,0,2,0
HOOKS ISD,'019902,854,735,,,,,,,,2,0,0,0,0,2,0
"HORIZON MONTESSORI PUBLIC
SCHOOLS",'108802,410,410,,,,,,,,0,0,0,2,0,1,1
"HOUSTON CLASSICAL
CHARTER SCHOOL",'101878,60,3,,,,,,,,,,,,,,
"HOUSTON GATEWAY ACADEMY
INC",'101828,2214,830,0,0,0,1,0,1,0,2,0,1,3,0,5,1
"HOUSTON HEIGHTS HIGH
SCHOOL",'101821,160,3,,,,,,,,,,,,,,
HOUSTON ISD,'101912,195677,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HOWE ISD,'091905,366,304,,,,,,,,0,0,1,3,0,3,1
HUBBARD ISD,'019913,77,71,,,,,,,,,,,,,,
HUBBARD ISD,'109905,413,376,,,,,,,,0,0,0,1,0,1,0
HUCKABAY ISD,'072908,280,266,,,,,,,,1,0,0,0,0,1,0
HUDSON ISD,'003902,2746,2208,,,,,,,,4,3,8,3,0,12,6
HUFFMAN ISD,'101925,NR,NR,0,1,2,0,0,2,1,3,1,2,0,0,2,4
HUGHES SPRINGS ISD,'034903,1111,1075,,,,,,,,1,0,3,0,0,4,0
HULL-DAISETTA ISD,'146905,421,0,,,,,,,,*,*,*,*,*,*,*
HUMBLE ISD,'101913,45537,1284,2,3,11,7,0,17,6,14,15,48,42,0,113,6
HUNT ISD,'133902,188,165,,,,,,,,,,,,,,
HUNTINGTON ISD,'003904,1556,1366,0,0,0,1,0,1,0,0,1,2,2,0,5,0
HUNTSVILLE ISD,'236902,160,58,0,0,1,2,0,2,1,2,3,16,20,3,22,16
HURST-EULESS-BEDFORD ISD,'220916,22404,220,3,1,9,5,0,0,18,4,10,20,24,1,3,54
HUTTO ISD,'246906,8246,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*
IDALOU ISD,'152910,313,297,,,,,,,,1,0,4,3,0,4,4
IDEA PUBLIC SCHOOLS,'108807,NR,NR,2,0,0,8,0,0,10,5,0,1,36,0,0,42
"IMAGINE INTERNATIONAL
ACADEMY OF NORTH TEXAS",'043801,1423,0,,,,,,,,*,*,*,*,*,*,*
INDUSTRIAL ISD,'120905,1164,1039,,,,,,,,0,0,2,0,0,0,2
INGLESIDE ISD,'205903,2016,0,,,,,,,,*,*,*,*,*,*,*
INGRAM ISD,'133904,1072,986,,,,,,,,0,0,0,3,0,1,2
INSPIRE ACADEMIES,'015808,581,161,,,,,,,,,,,,,,
INSPIRED VISION ACADEMY,'057830,1206,0,,,,,,,,*,*,*,*,*,*,*
"INTERNATIONAL LEADERSHIP
OF TEXAS (ILTEXAS)",'057848,20495,612,0,1,0,10,1,7,3,2,1,3,24,9,16,5
IOLA ISD,'093903,529,471,0,0,1,0,0,0,1,0,1,9,0,1,4,5
IOWA PARK CISD,'243903,1912,1679,0,0,5,1,0,1,5,2,4,15,4,0,16,9
IRA ISD,'208903,270,270,,,,,,,,0,0,0,1,0,1,0
IRAAN-SHEFFIELD ISD,'186903,338,275,,,,,,,,0,0,0,1,0,1,0
IREDELL ISD,'018906,150,17,,,,,,,,*,*,*,*,*,*,*
IRION COUNTY ISD,'118902,325,309,,,,,,,,,,,,,,
IRVING ISD,'057912,32930,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ITALY ISD,'070907,620,409,,,,,,,,,,,,,,
ITASCA ISD,'109907,620,488,,,,,,,,0,0,4,2,0,1,5
JACKSBORO ISD,'119902,1051,1030,0,0,1,0,0,1,0,0,0,6,1,0,7,0
JACKSONVILLE ISD,'037904,4670,3784,0,1,4,1,0,1,5,10,5,36,22,3,41,29
JARRELL ISD,'246907,1543,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
JASPER ISD,'121904,2171,1552,,,,,,,,0,1,2,4,0,5,2
JAYTON-GIRARD ISD,'132902,179,177,,,,,,,,0,2,2,0,0,4,0
JEAN MASSIEU ACADEMY,'057819,208,0,,,,,,,,,,,,,,
JEFFERSON ISD,'155901,1179,844,,,,,,,,2,0,3,0,2,3,0
JIM HOGG COUNTY ISD,'124901,531,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
JIM NED CISD,'221911,1439,1374,,,,,,,,0,0,5,5,0,0,10
JOAQUIN ISD,'210902,178,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
JOHNSON CITY ISD,'016901,609,505,,,,,,,,0,0,2,1,0,0,3
JONESBORO ISD,'050909,315,293,,,,,,,,,,,,,,
JOSHUA ISD,'126905,5430,3748,0,0,1,2,0,0,3,0,2,8,4,0,0,14
JOURDANTON ISD,'007902,1539,930,,,,,,,,1,0,3,1,0,4,1
JUBILEE ACADEMIES,'015822,5954,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
JUDSON ISD,'015916,23551,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
JUNCTION ISD,'134901,589,540,0,0,0,1,0,1,0,0,0,2,1,0,3,0
KARNACK ISD,'102901,145,104,,,,,,,,,,,,,,
KARNES CITY ISD,'128901,1007,608,,,,,,,,,,,,,,
"KATHERINE ANNE PORTER
SCHOOL",'105801,100,0,,,,,,,,,,,,,,
KATY ISD,'101914,83124,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
KAUFMAN ISD,'129903,3944,2900,0,1,2,0,0,2,1,1,2,6,8,0,15,2
KEENE ISD,'126906,1045,822,,,,,,,,1,0,0,6,1,3,3
KELLER ISD,'220907,3183,2196,3,6,7,6,0,0,22,11,13,47,27,0,3,95
KELTON ISD,'242905,105,100,,,,,,,,,,,,,,
KEMP ISD,'129904,1594,1129,1,0,1,3,0,2,3,1,0,5,5,0,5,6
KENEDY COUNTY WIDE CSD,'131001,81,57,1,0,0,1,0,1,1,1,1,0,1,0,2,1
KENEDY ISD,'128902,201,0,,,,,,,,*,*,*,*,*,*,*
KENNARD ISD,'113906,230,196,,,,,,,,0,0,0,2,0,1,1
KENNEDALE ISD,'220914,NR,NR,0,0,0,2,0,0,2,0,0,0,5,0,2,3
KERENS ISD,'175907,531,430,,,,,,,,0,0,0,2,0,2,0
KERMIT ISD,'248901,1213,861,,,,,,,,0,0,2,0,0,2,0
KERRVILLE ISD,'133903,4744,3440,,,,,,,,3,1,2,5,1,8,2
KI CHARTER ACADEMY,'105803,245,245,,,,,,,,0,0,0,1,0,0,1
KILGORE ISD,'092902,3834,3205,0,0,5,0,0,2,3,0,2,21,20,1,21,21
KILLEEN ISD,'014906,40699,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
KINGSVILLE ISD,'137901,2664,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
KIPP TEXAS PUBLIC SCHOOLS,'227820,31492,0,,,,,,,,,,,,,,
KIRBYVILLE CISD,'121905,1418,1174,,,,,,,,2,1,19,9,0,6,25
KLEIN ISD,'101915,52265,27099,4,3,4,5,0,0,16,10,7,20,14,0,0,51
KLONDIKE ISD,'058905,257,254,0,0,2,1,0,3,0,0,0,12,2,0,4,10
KNIPPA ISD,'232901,460,331,,,,,,,,,,,,,,
KNOX CITY-O'BRIEN CISD,'138902,232,218,0,1,3,0,0,0,4,0,1,17,7,0,0,25
KOPPERL ISD,'018907,175,149,,,,,,,,0,1,8,6,0,1,14
KOUNTZE ISD,'100903,329,0,,,,,,,,,,,,,,
KRESS ISD,'219905,277,259,,,,,,,,,,,,,,
KRUM ISD,'061905,2098,1676,0,0,1,0,0,0,1,0,4,7,9,0,1,19
LA ACADEMIA DE ESTRELLAS,'057839,1000,0,,,,,,,,,,,,,,
LA FE PREPARATORY SCHOOL,'071807,178,0,,,,,,,,,,,,,,
LA FERIA ISD,'031905,3022,0,,,,,,,,*,*,*,*,*,*,*
LA GLORIA ISD,'125906,111,0,,,,,,,,,,,,,,
LA GRANGE ISD,'075902,1957,1635,0,0,2,0,0,0,2,2,2,7,0,0,7,4
LA JOYA ISD,'108912,26542,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LA PORTE ISD,'101916,6911,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LA PRYOR ISD,'254902,519,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LA VEGA ISD,'161906,2436,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LA VERNIA ISD,'247903,3182,2447,,,,,,,,0,0,0,1,0,1,0
LA VILLA ISD,'108914,578,0,,,,,,,,,,,,,,
LACKLAND ISD,'015913,852,0,,,,,,,,,,,,,,
LAGO VISTA ISD,'227912,985,0,,,,,,,,,,,,,,
LAKE DALLAS ISD,'061912,3856,1858,0,1,2,0,0,0,3,0,3,4,1,0,0,8
"LAKE GRANBURY ACADEMY
CHARTER SCHOOL",'111801,NR,NR,,,,,,,,,,,,,,
LAKE TRAVIS ISD,'227913,11014,0,,,,,,,,*,*,*,*,*,*,*
LAKE WORTH ISD,'220910,3020,1255,0,0,0,3,0,0,3,1,1,3,10,6,6,3
LAMAR CISD,'079901,36088,15904,0,1,0,2,0,0,3,11,7,19,22,5,0,54
LAMESA ISD,'058906,1660,1245,2,0,11,4,0,0,17,7,1,25,37,0,12,58
LAMPASAS ISD,'141901,3324,2493,0,0,5,1,0,2,4,2,0,18,7,0,6,21
LANCASTER ISD,'057913,7093,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LANEVILLE ISD,'201903,157,119,,,,,,,,0,0,1,1,0,1,1
LAPOYNOR ISD,'107910,454,294,0,0,1,0,0,0,1,0,0,6,0,0,4,2
LAREDO ISD,'240901,NR,NR,0,1,0,5,0,6,0,0,1,0,26,0,27,0
LASARA ISD,'245901,307,0,,,,,,,,,,,,,,
LATEXO ISD,'113905,466,393,0,0,4,2,0,1,5,0,0,11,2,0,1,12
LAZBUDDIE ISD,'185904,NR,NR,,,,,,,,,,,,,,
LEADERSHIP PREP SCHOOL,'061804,1300,486,,,,,,,,0,1,2,0,0,1,2
LEAKEY ISD,'193902,284,264,,,,,,,,,,,,,,
LEANDER ISD,'246913,40535,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LEARY ISD,'019914,108,87,,,,,,,,,,,,,,
LEFORS ISD,'090902,165,165,,,,,,,,,,,,,,
LEGACY PREPARATORY,'057846,1451,53,,,,,,,,,,,,,,
"LEGACY SCHOOL OF SPORT
SCIENCES",'101874,368,0,,,,,,,,,,,,,,
LEGGETT ISD,'187906,197,154,,,,,,,,,,,,,,
LEON ISD,'145911,728,647,0,0,0,1,0,0,1,0,0,4,3,0,1,6
LEONARD ISD,'074909,820,655,0,0,1,0,0,0,1,0,0,2,2,0,1,3
LEVELLAND ISD,'110902,2815,2343,,,,,,,,1,1,5,2,0,0,9
LEVERETTS CHAPEL ISD,'201904,NR,NR,,,,,,,,0,0,1,1,0,0,2
LEWISVILLE ISD,'061902,48244,2687,4,1,21,1,0,0,27,13,15,95,17,0,0,140
LEXINGTON ISD,'144902,1026,843,,,,,,,,0,1,4,0,0,3,2
LIBERTY HILL ISD,'246908,1500,975,0,0,1,1,0,0,2,0,1,1,2,0,0,4
LIBERTY ISD,'146906,2155,1615,0,0,1,1,0,0,2,0,0,1,1,0,0,2
LIBERTY-EYLAU ISD,'019908,2309,1486,0,0,0,6,0,1,5,1,0,4,10,0,3,12
LIFE SCHOOL,'057807,5508,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"LIGHTHOUSE CHARTER
SCHOOL",'015825,397,33,,,,,,,,,,,,,,
LINDALE ISD,'212903,4263,3520,,,,,,,,2,0,3,5,6,0,4
LINDEN-KILDARE CISD,'034905,NR,NR,0,0,0,2,0,1,1,0,0,5,5,0,2,8
LINDSAY ISD,'049907,487,477,,,,,,,,0,0,0,6,0,0,6
